fid,OBJECTID,SITE_REF,GlobalID_2,NUM_CIVIC,VOIE_ESPVT,ETAT_SITE,ESSENCE,QUE_TR,DIST_CHAIN,LIGN_RUE,DIAMETRE,TYPE_EMP,PROPRIETE,STATUT,RENFORT_1,RENFORT_2,OBST_1,OBST_2,PB_INS,PB_MAL,PB_STR_1,PB_STR_2,PB_PHY_AB,COD_GEN,DANGEREUX,CMTS,PRESC_PLAN,PRESC_PRIO,PRESC_ID,PRESC_CMTS,INV_REAL,INV_DATE,INV_ID,DESC_COMM,TYP_DIAM
"656","3338","3360",{08B4C356-ED19-4B0B-A4CB-CF2E18920E33},"0",VOPA_093,ARBRE,ACSA,"5",,,"50,46,40,36,16",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,FOFTR,CARTR,AUC,"65",NON, ,HAFLSS,2023,TVERTE, haubanage en X,O,2021-10-12T18:14:54.000,TVJV,,DHP_X
"657","3339","3361",{77F2A4A5-29EC-45A2-8600-A3120083C382},"0",VOPA_093,ARBRE,FRPE,"1",,,"18",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON, ,AUC,,, ,O,2021-10-12T18:16:41.000,TVJV,,DHP
"658","3341","3363",{B97518EB-F9EB-4192-A2BF-259050A4312B},"0",VOPA_093,ARBRE,GIBI,"1",,,"51",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,FAETR,BRXBS,AUC,"75",NON, ,ELASSA,2024,TVERTE, branches croisés à retirer,O,2021-10-12T18:26:41.000,TVJV,,DHP
"659","3342","3364",{2C33AA52-088F-4585-9269-4F6D820B701A},"0",VOPA_093,ARBRE,TICO,"1",,,"59",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BLLBS,FAETR,AUC,"70",NON, branches surplombantes aux branches secondaires,AUC,,, ,O,2021-10-12T18:23:41.000,TVJV,,DHP
"660","3345","3367",{05F0A894-E5AA-4887-96DB-59479C7F3314},"0",VOPA_093,ARBRE,PIPU,"1",,,"63",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,DEP25,"70",NON, ,AUC,,, ,O,2021-10-12T15:31:47.000,TVJV,,DHP
"661","3346","3368",{E25EC117-8237-4E91-87DD-EF7E22C7DFF1},"0",VOPA_093,ARBRE,ACSC,"1",,,"99",PARC,PUB,INTAGE,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,ELASSA,90,WESTHA, ,N,,,,DHP
"662","3347","3369",{4FA0455E-7788-4533-8D75-A237A3C331E4},"0",VOPA_093,ARBRE,ACSC,"1",,,"66",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CVLTR,AUC,AUC,"70",NON, ,,,, ,O,2021-10-12T14:58:11.000,TVJV,,DHP
"663","3348","3370",{B2307607-F918-479F-92BB-B42C04FDE906},"0",VOPA_093,ARBRE,ACSC,"1",,,"112",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,CINTR,CARTR,FOFTR,AUC,"35",NON," blessures d'elagage récentes, carie au collet important",ABSECT,2022,TVERTE,,O,2021-10-12T15:10:27.000,TVJV,,DHP
"664","3349","3371",{4A7B4D8E-5350-4607-BE82-0DFC93835935},"0",VOPA_093,ARBRE,ACSC,"1",,,"63",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,RAETR,AUC,AUC,"75",NON, ,AUC,,, ,O,2021-10-12T15:12:50.000,TVJV,,DHP
"665","3350","3372",{D7916BAF-5397-4185-A94A-1DF61E92196F},"0",VOPA_093,ARBRE,ACSC,"1",,,"76",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,CPOBS,FAETR,AUC,AUC,"65",NON, ,HAFLSD,2023,TVERTE, ,O,2021-10-12T15:15:48.000,TVJV,,DHP
"666","3351","3373",{408A39AE-E96D-4CC1-9B7A-6EB0564E90FF},"0",VOPA_093,ARBRE,ACSC,"1",,,"48",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON, ,AUC,,, ,O,2021-10-12T15:17:24.000,TVJV,,DHP
"667","3352","3374",{0B5562EA-F445-401C-8085-ED724C3AACA2},"0",VOPA_093,ARBRE,ACSC,"1",,,"94",PARC,PUB,INTAGE,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON, ,AUC,,, ,O,2021-10-12T15:19:06.000,TVJV,,DHP
"668","3353","3375",{472427A3-C184-4585-B13E-E7CB829E2AF2},"0",VOPA_093,ARBRE,PIPU,"1",,,"52",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,DEP25,"65",NON, ,AUC,,, ,O,2021-10-12T15:30:05.000,TVJV,,DHP
"669","3354","3376",{E17E1529-3FF0-40D9-AC56-12138B7C2096},"0",VOPA_093,ARBRE,PIPUGL,"1",,,"57",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,DEP25,"70",NON, ,AUC,,, ,O,2021-10-12T15:28:33.000,TVJV,,DHP
"670","3355","3377",{D54CA634-98FE-40B8-BA9D-A772BBC9CC08},"0",VOPA_093,ARBRE,ROPS,"1",,,"42",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CARTR,BOMCI,AUC,"50",NON, ,ABSECT,2022,TVERTE, carie au tronc et collet côté O,O,2021-10-12T15:25:39.000,TVJV,,DHP
"671","3356","3378",{33DDA673-BB00-47D0-AF42-CF3CF56E88AF},"0",VOPA_093,ARBRE,ROPS,"1",,,"22",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON, ,AUC,,, ,O,2021-10-12T15:26:00.000,TVJV,,DHP
"672","3361","3383",{CED81ECA-D33C-4D0D-93E0-EC8F7E6564FC},"0",VOPA_093,ARBRE,ROPS,"2",,,"46,42",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,CPOBS,BOMCI,FAETR,AUC,"60",NON, ,ELASSA,2023,TVERTE, retirer bois mort et br secondaire côté NO,O,2021-10-12T18:34:45.000,TVJV,,DHP_X
"673","3362","3384",{2B32C032-A02E-4B12-9371-0BA2ADC97119},"0",VOPA_093,ARBRE,ROPS,"1",,,"66",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CARTR,BOMCI,REJCI,"40",NON, ,ABSECT,2023,TVERTE, ,O,2021-10-12T18:43:21.000,TVJV,,DHP
"674","3363","3385",{62C78F06-AE86-4C81-BAE4-F0D9CD56AEA6},"0",VOPA_093,ARBRE,ACPL,"1",,,"33",PARC,PUB,COMME,AUC,AUC,AIRJEU,AUC,AUC,AUC,FAETR,FAEBC,AUC,"75",NON,,ELCOMP,2023,TVERTE,dégagement et allègement,O,2021-10-12T13:37:11.000,TVJV,Sirvart 2000,DHP
"675","3364","3386",{7E669ECC-E500-482B-AF7B-540E58525796},"0",VOPA_093,ARBRE,QUROFA,"1",,,"35",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CARTR,AUC,DEP25,"50",NON, ,ABSECT,2023,TVERTE, ,O,2021-10-12T13:21:11.000,TVJV,,DHS
"676","3366","3388",{BFFB2CFA-40A3-4887-9C3E-137F92BBF697},"0",VOPA_093,ARBRE,AEGL,"1",,,"45",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,FAETR,AUC,AUC,"70",NON,,HAFLSD,2023,TVERTE, ,O,2021-10-12T13:27:57.000,TVJV,Jack Palevsky 1925-2001,DHS
