NO SITE,NUMERO CIVIC,ROUTE/PARC,ETAT SITE,ESSENCE,QUANTITE TRONC,DIAMETRE,TYPE DIAMETRE
928,98,COLUMBIA,ARBRE,ACER PLATANOIDES,1,,DHP
5186,808,UPPER-LANSDOWNE,ARBRE,TILIA AMERICANA,1,24,DHP
1631,0,PARC WESTMOUNT,ARBRE,PINUS SYLVESTRIS,2,,DHP
5655,507,ARGYLE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
1558,0,PARC WESTMOUNT,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
2893,3,PLACE WESTMOUNT (SQUARE),ARBRE,ACER NEGUNDO,1,,DHP
5001,4699,WESTMOUNT,ARBRE,CORYLUS COLURNA,1,6,DHP
5571,58,SAINT-SULPICE,DISPONIBLE,,0,,DHP
6551,3120,DAULAC,ARBRE,ACER PLATANOIDES,1,,DHP
2669,1299,GREENE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
3037,201, METCALFE,ARBRE,ELAEAGNUS ANGUSTIFOLIA,2,,DHP
3784,0,PARC PRINCE ALBERT,ARBRE,CELTIS OCCIDENTALIS,1,34.000000,DHP
3351,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
2857,234,REDFERN,ARBRE,ACER PLATANOIDES,1,93.000000,DHP
1443,318,GROSVENOR,ARBRE,ACER SACCHARINUM,1,85,DHP
5416,746,LEXINGTON,DESACTIVÉ,ACER PLATANOIDES,1,,DHP
2323,374, METCALFE,ARBRE,ACER PLATANOIDES,1,,DHP
6894,44,YORK,ARBRE,ACER PLATANOIDES,2,45-43,DHP MULTIPLE
1744,295,VICTORIA,DESACTIVÉ,ACER PLATANOIDES,1,,DHP
6460,727,UPPER-BELMONT,ARBRE,ACER RUBRUM,1,32,DHP
6448,742,UPPER-BELMONT,SOUCHE,,0,44,DHS
48,47,BRUCE,DESACTIVÉ,,0,,DHP
3834,0,PRINCE-ALBERT,DISPONIBLE,,0,,DHP
7051,0,THE BOULEVARD,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,29,DHP
327,4831,DE MAISONNEUVE,ARBRE,ULMUS X 'MORTON GLOSSY' TRIUMPH™,1,9,DHP
1169,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,PICEA PUNGENS,1,,DHP
3012,4333,SHERBROOKE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
1236,0,PARC WESTMOUNT,ARBRE,PICEA PUNGENS,1,,DHP
3087,4250,DE MAISONNEUVE,ARBRE,ACER PLATANOIDES,1,,DHP
929,100,COLUMBIA,DISPONIBLE,,0,57,DHS
6421,0,JARDIN SURREY,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,7,DHP
2335,356,KENSINGTON,ARBRE,QUERCUS BICOLOR,1,8.000000,DHP
6540,1200,ATWATER,DISPONIBLE,,0,,DHP
4775,482,GROSVENOR,ARBRE,ACER PLATANOIDES,1,31,DHP
1663,4855,DE MAISONNEUVE,ARBRE,PICEA PUNGENS,1,32,DHP
753,633,ROSLYN,ARBRE,ACER PLATANOIDES,1,31,DHP
124,4224,DORCHESTER,DESACTIVÉ,,0,,DHP
549,604,BELMONT,ARBRE,TILIA AMERICANA,1,,DHP
6504,0,PARC OLIVIER,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER LAEVIS,1,,DHP
5412,750,LEXINGTON,ARBRE,ACER SACCHARINUM,1,106,DHP
2546,366, METCALFE,ARBRE,OSTRYA VIRGINIANA,1,,DHP
6609,0,PARC PRINCE ALBERT,ARBRE,SYRINGA RETICULATA,1,,DHP
2497,4515,SAINTE-CATHERINE,ARBRE,OSTRYA VIRGINIANA,1,,DHP
5339,32,SHORNCLIFFE,ARBRE,PICEA PUNGENS,1,37,DHP
299,0,PARC WESTMOUNT,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,4,DHP
6631,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,JUGLANS NIGRA,1,,DHP
3942,635,SYDENHAM,ARBRE,ACER PLATANOIDES,1,,DHP
4215,21,BARAT,ARBRE,ACER PLATANOIDES,1,,DHP
839,0,PROSPECT,SOUCHE,,0,,DHP
1552,0,PARC WESTMOUNT,ARBRE,PICEA PUNGENS,1,,DHP
679,0,CARRÉ PRINCE-ALBERT,SOUCHE,,0,,DHS
5162,744,UPPER-LANSDOWNE,ARBRE,ACER PLATANOIDES,1,25,DHP
3783,0,PARC PRINCE ALBERT,ARBRE,ACER PLATANOIDES,1,,DHP
1446,298,GROSVENOR,ARBRE,ACER SACCHARINUM,1,,DHP
5962,548,LANSDOWNE,ARBRE,ACER PLATANOIDES,1,,DHP
3598,64,CROISSANT FORDEN,ARBRE,ACER RUBRUM,1,,DHP
763,4698,WESTMOUNT,ARBRE,CELTIS OCCIDENTALIS,1,,DHP
6439,776,UPPER-BELMONT,ARBRE,ACER X FREEMANII,1,25,DHP
3173,405, METCALFE,ARBRE,ACER PLATANOIDES,1,,DHP
2619,0,KITCHENER,ARBRE,ACER NEGUNDO,1,,DHP
860,0,PROSPECT,ARBRE,ULMUS AMERICANA,1,,DHP
6503,0,PARC OLIVIER,ARBRE,CERCIS CANADENSIS,1,13.000000,DHP
4492,0,PARC KING GEORGE,ARBRE,ACER SACCHARUM,1,,DHP
6090,651,BELMONT,ARBRE,ACER PLATANOIDES,1,,DHP
245,4333,SHERBROOKE,ARBRE,ULMUS X 'MORTON GLOSSY' TRIUMPH™,1,,DHP
4680,9,WILLOW,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,53,DHP
5566,0,SAINT-SULPICE,ARBRE,ACER PLATANOIDES,1,66.000000,DHP
5976,501,ROSLYN,ARBRE,CRATAEGUS SP.,1,16,DHP
5808,465,STRATHCONA,ARBRE,QUERCUS BICOLOR,1,7.000000,DHP
2011,0,PARC WESTMOUNT,ARBRE,QUERCUS RUBRA,2,,DHP
5490,4287,SHERBROOKE,DISPONIBLE,,0,,DHP
524,6,JARDIN SURREY,DISPONIBLE,,0,,DHP
6772,13,CROISSANT SUMMIT,,,1,46,DHS
5103,695,GROSVENOR,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,49,DHP
1869,0,DORCHESTER,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
6357,0,JARDIN SURREY,ARBRE,ULMUS PUMILA,1,40,DHP
6482,809,UPPER-BELMONT,ARBRE,ULMUS GLABRA 'CAMPERDOWNII',1,11,DHP
892,0,PARC DORCHESTER-CLARKE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
2855,248,REDFERN,ARBRE,ACER PLATANOIDES,1,41.000000,DHP
44,50,CERCLE SUMMIT,DESACTIVÉ,,0,,DHP
2399,0,KITCHENER,ARBRE,ACER PLATANOIDES,3,,DHP
5104,695,GROSVENOR,ARBRE,ACER X FREEMANIIAB,1,20,DHP
2073,72,SOMERVILLE,ARBRE,MALUS SP.,1,22,DHP
4644,0,NOTRE-DAME-DE-GRÂCE,ARBRE,ACER PLATANOIDES,1,37,DHP
1461,4827,DE MAISONNEUVE,ARBRE,ACER PLATANOIDES,1,51,DHP
454,438,STRATHCONA,ARBRE,AESCULUS HIPPOCASTANUM,1,,DHP
4694,14,WILLOW,ARBRE,SYRINGA RETICULATA,1,11,DHP
6222,218,EDGEHILL,ARBRE,ACER NEGUNDO,1,30,DHP
1538,0,PARC WESTMOUNT,ARBRE,ACER PLATANOIDES,1,,DHP
179,46,ACADEMY,ARBRE,QUERCUS BICOLOR,1,9,DHP
1009,0,PARC WESTMOUNT,ARBRE,ULMUS AMERICANA,3,,DHP
3427,0,PARC KING GEORGE,ARBRE,TILIA CORDATA,1,,DHP
4696,18,WILLOW,ARBRE,CERCIS CANADENSIS,1,2,DHP
3525,0,PARC KING GEORGE,ARBRE,ACER RUBRUM,1,,DHP
7045,0,THE BOULEVARD,ARBRE,ACER PLATANOIDES,2,35-34,DHP MULTIPLE
4293,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
69,613,CÔTE-SAINT-ANTOINE,ARBRE,GYMNOCLADUS DIOICUS,1,7,DHP
2352,357,KENSINGTON,ARBRE,ACER PLATANOIDES,1,,DHP
5682,88,CHURCH HILL,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
3452,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDES,1,,DHP
2346,317,KENSINGTON,ARBRE,ACER SACCHARINUM,1,54.000000,DHP
1582,0,PARC WESTMOUNT,ARBRE,ACER X FREEMANIIAB,1,,DHP
7107,0,CERCLE SUMMIT,ARBRE,PICEA PUNGENS,1,7,DHP
3527,0,PARC KING GEORGE,ARBRE,PRUNUS CISTENA,1,,DHP
102,4754,THE BOULEVARD,ARBRE,ULMUS X 'MORTON GLOSSY' TRIUMPH™,1,9,DHP
6352,0,JARDIN SURREY,ARBRE,ULMUS PUMILA,1,46,DHP
688,655,BELMONT,ARBRE,ACER SACCHARINUM,1,,DHP
4168,3055,SHERBROOKE,ARBRE,ACER RUBRUM,1,,DHP
235,0,JARDIN SURREY,DESACTIVÉ,,0,,DHP
2417,375,KITCHENER,ARBRE,ULMUS PROPINQUA 'JFS-BIEBERICH' EMERALD SUNSHINE®,1,6.000000,DHP
2440,396,OLIVIER,ARBRE,ACER PLATANOIDES,1,,DHP
1685,393,ROSLYN,ARBRE,TILIA CORDATA,1,,DHP
1751,361,VICTORIA,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,23,DHP
6295,0,PARC WESTMOUNT,ARBRE,CARYA CORDIFORMIS,1,5.000000,DHP
5351,28,DEVON,ARBRE,ACER PLATANOIDES,1,21,DHP
1610,0,PARC WESTMOUNT,ARBRE,CELTIS OCCIDENTALIS,1,,DHP
6508,1090,GREENE,ARBRE,CELTIS OCCIDENTALIS,1,,DHP
3025,6,INGLESIDE,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,,DHP
5317,54,OAKLAND,ARBRE,MALUS SP.,1,22,DHP
5075,89,SUNNYSIDE,DESACTIVÉ,,0,,DHP
1710,303,GROSVENOR,DISPONIBLE,TILIA TOMENTOSA,1,,DHP
447,30,AVENUE FORDEN,ARBRE,CATALPA SPECIOSA,1,,DHP
6372,2,SHORNCLIFFE,ARBRE,ACER PLATANOIDES,1,34,DHP
2174,0,PARC WESTMOUNT,ARBRE,PICEA PUNGENS,1,,DHP
1230,0,PARC WESTMOUNT,ARBRE,PICEA PUNGENS,1,,DHP
2441,388,OLIVIER,ARBRE,ACER PLATANOIDESCK,1,,DHP
1353,52,ACADEMY,ARBRE,TILIA CORDATA,1,,DHP
6101,644,MURRAY HILL,ARBRE,QUERCUS MACROCARPA,1,,DHP
875,0,PARC DORCHESTER-CLARKE,ARBRE,ACER NEGUNDO,1,,DHP
3890,4353,SYDENHAM,ARBRE,ACER PLATANOIDES,1,,DHP
3033,4478,SAINTE-CATHERINE,DESACTIVÉ,,0,,DHP
5800,437,STRATHCONA,ARBRE,ULMUS AMERICANA,1,77.000000,DHP
4017,3302,THE BOULEVARD,ARBRE,ACER PLATANOIDES,1,,DHP
5195,820,CRÊTE LANSDOWNE,ARBRE,TAXUS SP.,2,,DHP
1703,334,GROSVENOR,DESACTIVÉ,,0,,DHP
6384,43,JARDIN SURREY,ARBRE,PICEA PUNGENS,1,40,DHP
2662,4168,SHERBROOKE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
5981,475,ROSLYN,ARBRE,ACER SACCHARINUM,1,50,DHP
2586,359,KENSINGTON,SOUCHE,,0,25,DHS
3931,611,SYDENHAM,ARBRE,ACER PLATANOIDES,1,,DHP
5742,5,MURRAY,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
5243,3681,THE BOULEVARD,ARBRE,ACER PLATANOIDES,1,78,DHP
4195,0,JARDIN QUEEN ELIZABETH,ARBRE,MALUS SP.,1,,DHP
6803,0,JARDIN SURREY,ARBRE,ROBINIA PSEUDOACACIA,1,40.000000,DHP
6544,200,EDGEHILL,ARBRE,ULMUS X 'MORTON GLOSSY' TRIUMPH™,1,,DHP
6521,4333,WESTMOUNT,ARBRE,OSTRYA VIRGINIANA,1,,DHP
666,0,PARC STAYNER,DISPONIBLE,,0,,DHP
1528,339,PRINCE-ALBERT,ARBRE,GINKGO BILOBA,1,34,DHP
6007,516,ROSLYN,ARBRE,ACER PLATANOIDES,1,22,DHP
6558,807,LEXINGTON,,,0,,DHP
4422,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDESCK,1,,DHP
2184,0,PARC WESTMOUNT,ARBRE,THUJA OCCIDENTALIS,1,,DHP
6214,0,EDGEHILL,ARBRE,ROBINIA PSEUDOACACIA,1,37,DHP
6251,0,SUNNYSIDE,DESACTIVÉ,TILIA AMERICANA,1,,DHP
1156,0,PARC DORCHESTER-CLARKE,ARBRE,PICEA GLAUCA,1,,DHP
1583,0,PARC WESTMOUNT,ARBRE,ACER SACCHARUM,1,,DHP
848,0,PROSPECT,ARBRE,ACER NEGUNDO,2,,DHP
6965,74,CERCLE SUMMIT,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,40,DHP
240,0,JARDIN SURREY,DESACTIVÉ,,0,,DHP
3404,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDES,1,35.000000,DHP
1879,4010,TUPPER,ARBRE,ACER SACCHARINUM,1,50.000000,DHP
4172,0,JARDIN QUEEN ELIZABETH,,,1,110,DHS
5723,25,AVENUE FORDEN,ARBRE,ACER SACCHARINUM,1,,DHP
5641,481,ARGYLE,ARBRE,ACER SACCHARINUM,1,,DHP
7165,6,BROOKE,DISPONIBLE,,0,,
6782,2,CHEMIN BELVEDERE,ARBRE,ULMUS PUMILA,1,12,DHP
5399,841,LEXINGTON,ARBRE,PICEA ABIES,1,25,DHP
5305,35,OAKLAND,ARBRE,ACER NEGUNDO,1,81,DHP
191,310,CLARKE,ARBRE,QUERCUS RUBRA,1,6,DHP
1658,306,LANSDOWNE,ARBRE,GINKGO BILOBA,1,6,DHP
6955,72,CERCLE SUMMIT,ARBRE,SORBUS SP.,1,4,DHP
6411,0,JARDIN SURREY,ARBRE,ACER PLATANOIDES,1,29,DHP
5297,22,VOPA_004,DISPONIBLE,,0,,DHP
1054,69,CLANDEBOYE,ARBRE,ACER PLATANOIDESCO,1,,DHP
2798,252, METCALFE,ARBRE,ACER PLATANOIDES,1,,DHP
6814,0,PARC WESTMOUNT,ARBRE,ULMUS X 'MORTON GLOSSY' TRIUMPH™,1,,DHP
5480,0,MOUNTAIN,ARBRE,ACER PLATANOIDES,1,,DHP
1802,252,PRINCE-ALBERT,ARBRE,ACER SACCHARINUM,1,76,DHP
3202,450,KENSINGTON,ARBRE,ACER SACCHARINUM,1,,DHP
7002,24,CROISSANT SUMMIT,ARBRE,PICEA PUNGENS,0,5,DHP
2458,4160,SHERBROOKE,ARBRE,ACER X FREEMANIIAB,1,,DHP
6197,4375,WESTMOUNT,ARBRE,ACER SACCHARINUM,1,,DHP
5453,425,MOUNT-PLEASANT,ARBRE,ACER PLATANOIDES,1,,DHP
1242,0,PARC WESTMOUNT,ARBRE,THUJA OCCIDENTALIS,1,,DHP
7077,0,DEVON,ARBRE,ULMUS PUMILA,1,28,DHP
2742,0,PARC WESTMOUNT,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,10,,DHP
4798,4699,WESTMOUNT,ARBRE,GYMNOCLADUS DIOICUS,1,5,DHP
6143,20,RENFREW,ARBRE,ACER PLATANOIDES,1,83.000000,DHP
2621,0,KITCHENER,ARBRE,ACER PLATANOIDES,1,,DHP
1913,1118,GREENE,ARBRE,ACER SACCHARINUM,1,,DHP
7058,48,PLACE BELVEDERE,ARBRE,PICEA PUNGENS,0,25,DHP
7048,0,THE BOULEVARD,ARBRE,PICEA PUNGENS,1,16,DHP
6873,681,GROSVENOR,ARBRE,ULMUS AMERICANA,1,10,DHP
6408,0,JARDIN SURREY,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,5,DHP
5345,775,LEXINGTON,ARBRE,ACER PLATANOIDESCK,1,20,DHP
1175,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,CELTIS OCCIDENTALIS,1,,DHP
53,4854,WESTMOUNT,ARBRE,ULMUS PROPINQUA 'JFS-BIEBERICH' EMERALD SUNSHINE®,1,15,DHP
5304,31,OAKLAND,ARBRE,ACER SACCHARUM,1,51,DHP
1071,0,PROSPECT,ARBRE,ACER PLATANOIDES,2,,DHP
2770,4625,SAINTE-CATHERINE,ARBRE,QUERCUS MACROCARPA,1,,DHP
2088,4931,DE MAISONNEUVE,DESACTIVÉ,,0,,DHP
5229,0,PARC DEVON,ARBRE,TILIA CORDATA,1,40,DHP
5871,59,ARLINGTON,ARBRE,ACER PLATANOIDES,1,,DHP
4593,577,ROSLYN,ARBRE,ACER PLATANOIDESCK,1,22,DHP
5737,1,MURRAY,SOUCHE,,0,,DHS
790,0,PARC STAYNER,SOUCHE,,0,72,DHS
5507,4291,SHERBROOKE,ARBRE,ACER SACCHARINUM,1,,DHP
1359,0,PARC WESTMOUNT,ARBRE,QUERCUS ALBA,1,,DHP
5523,0,MOUNT-PLEASANT,ARBRE,ULMUS PUMILA,1,,DHP
3179,405, METCALFE,DISPONIBLE,GLEDITSIA TRIACANTHOS VAR. INERMIS 'HARVE' NORTHERN ACCLAIM®,0,,DHP
4211,31,BARAT,ARBRE,ACER PLATANOIDES,1,,DHP
6160,19,GRENVILLE,ARBRE,ACER SACCHARINUM,1,,DHP
2320,375, METCALFE,ARBRE,ACER PLATANOIDES,1,78.000000,DHP
845,0,PROSPECT,ARBRE,ACER NEGUNDO,2,,DHP
343,417,MOUNT-STEPHEN,DESACTIVÉ,SORBUS AUCUPARIA,1,,DHP
985,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,POPULUS NIGRA 'ITALICA',1,,DHP
3279,5,SPRINGFIELD,ARBRE,SYRINGA RETICULATA,1,,DHP
1413,307,ROSLYN,ARBRE,ACER SACCHARINUM,1,,DHP
256,0,PARC DEVON,ARBRE,TILIA TOMENTOSA,1,9,DHP
6127,633,MURRAY HILL,ARBRE,ACER PLATANOIDES,1,,DHP
3028,234, METCALFE,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,,DHP
3578,54,ABERDEEN,,,0,37,DHS
2492,0,PARC WESTMOUNT,ARBRE,TILIA CORDATA,1,,DHP
6528,717,UPPER-LANSDOWNE,ARBRE,CELTIS OCCIDENTALISPS,1,,DHP
5339,32,SHORNCLIFFE,ARBRE,PICEA PUNGENS,1,17,DHP
5616,11,VOPA_004,ARBRE,ACER SACCHARINUM,1,,DHP
5036,696,VICTORIA,ARBRE,ACER X FREEMANIIAB,1,3,DHP
969,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,QUERCUS BICOLOR,1,,DHP
2558,21,MELBOURNE,ARBRE,ACER PLATANOIDES,1,,DHP
865,0,PROSPECT,ARBRE,ACER NEGUNDO,1,,DHP
208,466,CÔTE-SAINT-ANTOINE,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,5,DHP
1927,0,PARC WESTMOUNT,ARBRE,QUERCUS RUBRA,1,,DHP
1586,0,PARC WESTMOUNT,ARBRE,TILIA CORDATA,1,,DHP
7153,3773,THE BOULEVARD,ARBRE,ACER SACCHARINUM,2,43-42,DHP MULTIPLE
2878,4250,DE MAISONNEUVE,ARBRE,ACER PLATANOIDES,1,,DHP
646,0,PARC STAYNER,ARBRE,ACER SACCHARINUM,1,,DHP
4241,11,DE CASSON,ARBRE,QUERCUS PALUSTRIS,1,,DHP
2817,4378,DE MAISONNEUVE,ARBRE,QUERCUS ALBA,1,,DHP
3546,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
6455,724,UPPER-BELMONT,ARBRE,,1,10,DHP
2283,52,ACADEMY,ARBRE,ACER PLATANOIDES,1,71.000000,DHP
1131,4274,DORCHESTER,ARBRE,QUERCUS ROBURFA,1,,DHP
2359,376,REDFERN,ARBRE,ACER PLATANOIDES,1,,DHP
5448,447,MOUNT-PLEASANT,DISPONIBLE,GLEDITSIA TRIACANTHOS VAR. INERMIS 'HARVE' NORTHERN ACCLAIM®,0,,DHP
5952,496,LANSDOWNE,ARBRE,ACER SACCHARINUM,1,,DHP
3526,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
6729,0,PARC WESTMOUNT,ARBRE,THUJA OCCIDENTALIS,5,,DHP
5968,543,ROSLYN,ARBRE,TILIA CORDATA,1,42,DHP
3187,424, METCALFE,DISPONIBLE,QUERCUS ROBURFA,0,,DHP
991,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,TILIA AMERICANA,1,,DHP
3712,598,CÔTE-SAINT-ANTOINE,ARBRE,QUERCUS RUBRA,1,,DHP
6471,777,UPPER-BELMONT,ARBRE,ACER PLATANOIDES,1,90,DHP
1763,358,VICTORIA,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,25,DHP
6703,200,CÔTE-SAINT-ANTOINE,ARBRE,THUJA OCCIDENTALIS,1,,DHP
3375,0,PARC KING GEORGE,ARBRE,PICEA PUNGENSGL,1,,DHP
5889,58,ARLINGTON,ARBRE,ACER SACCHARINUM,1,96.000000,DHP
50,4740,THE BOULEVARD,ARBRE,ULMUS X 'MORTON' ACCOLADE™,1,19,DHP
1295,0,PARC WESTMOUNT,,,0,15,DHS
4759,518,VICTORIA,DISPONIBLE,,0,,DHP
5714,36,CHURCH HILL,ARBRE,ACER PLATANOIDES,1,,DHP
3577,40,ABERDEEN,ARBRE,ACER PLATANOIDES,1,,DHP
2358,376,REDFERN,ARBRE,ACER PLATANOIDES,1,,DHP
3231,4333,SHERBROOKE,ARBRE,QUERCUS MACROCARPA,1,,DHP
2000,0,PARC WESTMOUNT,SOUCHE,,0,,DHS
546,32,HOLTON,ARBRE,ACER SACCHARINUM,1,71,DHP
2240,0,PARC WESTMOUNT,DISPONIBLE,TSUGA CANADENSIS,0,,DHP
6967,54,CERCLE SUMMIT,ARBRE,PICEA GLAUCA,1,24,DHP
6904,644,VICTORIA,ARBRE,PICEA GLAUCA,1,8,DHP
3218,4333,SHERBROOKE,ARBRE,ACER PLATANOIDES,1,,DHP
5574,2,RAMEZAY,DESACTIVÉ,,0,,DHP
4916,605,ROSLYN,ARBRE,ACER SACCHARINUM,1,127,DHP
3651,559,LANSDOWNE,ARBRE,ACER PLATANOIDES,1,,DHP
6034,4785,SHERBROOKE,ARBRE,ACER SACCHARINUM,1,41,DHP
1439,0,DORCHESTER,ARBRE,ACER PLATANOIDES,1,,DHP
1702,352,GROSVENOR,DISPONIBLE,,0,61,DHS
6041,657,LANSDOWNE,ARBRE,ACER SACCHARINUM,1,,DHP
1679,337,ROSLYN,ARBRE,OSTRYA VIRGINIANA,1,,DHP
3695,77,WINDSOR,ARBRE,MALUS SP.,1,32,DHP
3601,67,CROISSANT FORDEN,ARBRE,QUERCUS RUBRA,1,,DHP
6283,0,WESTMOUNT,ARBRE,GYMNOCLADUS DIOICUS,1,7.000000,DHP
681,0,CARRÉ PRINCE-ALBERT,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,7,DHP
2514,223,MELVILLE,ARBRE,TILIA CORDATA,1,,DHP
6029,437,GROSVENOR,ARBRE,ACER SACCHARINUM,1,59,DHP
4750,454,VICTORIA,ARBRE,ACER PLATANOIDES,1,77,DHP
6709,606,BELMONT,ARBRE,ACER PLATANOIDES,1,37.000000,DHP
2888,4217,DE MAISONNEUVE,ARBRE,ACER SACCHARINUM,1,,DHP
3559,4481,MONTROSE,ARBRE,PICEA PUNGENSGL,1,,DHP
3394,0,PARC KING GEORGE,ARBRE,OSTRYA VIRGINIANA,1,,DHP
5357,44,ROXBOROUGH,ARBRE,ACER SACCHARINUM,1,63,DHP
1154,0,PARC DORCHESTER-CLARKE,ARBRE,PICEA GLAUCA,1,,DHP
5680,88,CHURCH HILL,ARBRE,ACER PLATANOIDES,1,84,DHP
814,134,CLANDEBOYE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,43,DHP
1412,4700,DE MAISONNEUVE,ARBRE,ACER PLATANOIDES,1,,DHP
4328,69,HOLTON,ARBRE,ACER PLATANOIDES,1,,DHP
4543,571,VICTORIA,ARBRE,ACER PLATANOIDES,1,84,DHP
7050,0,THE BOULEVARD,ARBRE,PICEA PUNGENS,1,27,DHP
6463,737,UPPER-BELMONT,ARBRE,ACER PLATANOIDES,1,80,DHP
2078,321,CLAREMONT,ARBRE,SYRINGA RETICULATA,1,6,DHP
1550,0,PARC WESTMOUNT,ARBRE,PICEA PUNGENS,1,,DHP
306,807,UPPER-LANSDOWNE,ARBRE,ULMUS X 'NEW HORIZON',0,7,DHP
5115,740,UPPER-ROSLYN,ARBRE,ACER SACCHARINUM,1,113,DHP
1959,0,PARC WESTMOUNT,ARBRE,JUGLANS CINEREA,1,,DHP
6941,0,LEXINGTON,ARBRE,ACER PLATANOIDES,1,36,DHP
6306,65,CROISSANT FORDEN,ARBRE,OSTRYA VIRGINIANA,1,,DHP
4560,581,GROSVENOR,ARBRE,ACER SACCHARINUM,1,80,DHP
1455,4795,SAINTE-CATHERINE,ARBRE,ACER PLATANOIDES,1,,DHP
3786,0,PARC PRINCE ALBERT,ARBRE,TILIA CORDATA,1,,DHP
5785,422,MOUNT-STEPHEN,ARBRE,ACER SACCHARUM,1,31.000000,DHP
7032,14,BELLEVUE,ARBRE,ACER PLATANOIDES,2,11-11,DHP MULTIPLE
4566,561,GROSVENOR,ARBRE,ACER SACCHARUM,1,34,DHP
0,0,,,,0,,
6135,659,MURRAY HILL,ARBRE,ACER SACCHARINUM,1,,DHP
1482,361,VICTORIA,SOUCHE,,0,34,DHS
5309,41,OAKLAND,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,12,DHP
3148,100,ABBOTT,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
1988,0,PARC WESTMOUNT,DISPONIBLE,QUERCUS RUBRA,0,100,DHS
1890,4039,TUPPER,ARBRE,TILIA AMERICANA,1,,DHP
1402,4834,DE MAISONNEUVE,ARBRE,ACER SACCHARINUM,1,63,DHP
5943,440,LANSDOWNE,ARBRE,ULMUS AMERICANAVF,1,7,DHP
3099,1304,GREENE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
992,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,ULMUS PUMILA,1,,DHP
4060,525,MOUNT-PLEASANT,ARBRE,ACER PLATANOIDES,1,,DHP
7059,0,CERCLE BELVEDERE,ARBRE,PINUS STROBUS,1,7,DHP
5613,10,VOPA_004,ARBRE,ACER PLATANOIDES,1,,DHP
2494,4625,SAINTE-CATHERINE,ARBRE,QUERCUS MACROCARPA,1,,DHP
487,30,SPRINGFIELD,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
1815,5010,SHERBROOKE,SOUCHE,,0,35,DHS
5511,409,CLARKE,ARBRE,FRAXINUS AMERICANA,1,46.000000,DHP
894,0,ATWATER,ARBRE,ACER SACCHARINUM,1,,DHP
1973,0,PARC WESTMOUNT,ARBRE,TILIA AMERICANA,1,,DHP
210,433,LANSDOWNE,ARBRE,GYMNOCLADUS DIOICUS,1,11,DHP
5544,474,MOUNT-PLEASANT,ARBRE,ACER PLATANOIDES,1,,DHP
