fid,ObjectId,GS Type,Sample Site,No_civique,Species Code,Species Latin,ESSENCE_AN,DBH,Date_relev,Longitude,Latitude,GlobalID
4299,195922,Street,Avenue Atwater,N/A,GLTRNA,Gleditsia triacanthos 'Northern Acclaim',Northern Acclaim Honey-Locust,5,11/23/2016 12:00:00 AM,-73.585581,45.489968,0e9e17c4-89df-43a4-bff8-548a33b20c81
7977,198814,Street,Boulevard de Maisonneuve Ouest,1845,GLTRNA,Gleditsia triacanthos 'Northern Acclaim',Northern Acclaim Honey-Locust,5,11/1/2016 12:00:00 AM,-73.581223,45.49408,034daeb5-7431-4a3b-bfd1-a5d3e28afee1
3428,43931,Parc,CABOT,N/A,GLTRSH,Gleditsia triacanthos 'Shademaster',Shademaster Honey-Locust,5,9/12/2019 12:00:00 AM,-73.583414,45.489624,360e75ce-74ef-4950-8b30-685223ed7f52
1744,41076,Parc,CÔTE-DES-NEIGES/D. PENFIELD,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,9/16/2012 12:00:00 AM,-73.586463,45.496259,74e046a0-4363-484b-b85f-88055f11ca88
2085,43414,Parc,CABOT,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,24,12/5/2016 12:00:00 AM,-73.583251,45.489659,bbcd8eea-f8a4-43fc-9a22-456766b89a60
2134,43463,Parc,CABOT,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,15,12/12/2016 12:00:00 AM,-73.583356,45.489349,37ab667d-fba8-4ba9-bded-1a2c9784f036
2269,43598,Parc,CABOT,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,27,12/5/2016 12:00:00 AM,-73.58361,45.489139,a0ead332-f90f-41f1-9737-89475bfe8c74
2349,43678,Parc,CABOT,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,17,12/5/2016 12:00:00 AM,-73.58343,45.489292,95e5785e-dcb7-4101-b365-070991b77417
2360,43689,Parc,CABOT,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,19,12/5/2016 12:00:00 AM,-73.583841,45.48909,1dce16b2-0a15-4d44-a8ba-f21df5dcaa15
3197,43303,Parc,CABOT,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,21,12/5/2016 12:00:00 AM,-73.583141,45.48954,288647ff-5f81-48bd-abfe-144ac4703a9a
3206,43312,Parc,CABOT,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,20,12/5/2016 12:00:00 AM,-73.583124,45.489604,8a22f388-e4a8-40c6-9c0f-0059bef790e6
3341,43844,Parc,HENRI-DUNANT,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,27,1/27/2017 12:00:00 AM,-73.582135,45.489694,6a868e61-d068-41f9-a4c2-8dd0a7669513
3348,43851,Parc,HENRI-DUNANT,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,31,1/27/2017 12:00:00 AM,-73.582343,45.489697,5fdde826-1305-4a36-8e45-112b2c0d31f2
3423,43926,Parc,CABOT,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,12,12/5/2016 12:00:00 AM,-73.583489,45.489782,b2b4a4a9-ded7-4892-90cc-b08051644a46
3430,43933,Parc,CABOT,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,31,12/5/2016 12:00:00 AM,-73.583341,45.489571,2b9434a9-5e18-4eba-9471-6e85c3061787
3432,43935,Parc,CABOT,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,32,12/5/2016 12:00:00 AM,-73.583263,45.489501,14a5ce04-db42-423f-8185-876ecd21f98b
3436,43939,Parc,CABOT,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,15,12/5/2016 12:00:00 AM,-73.583606,45.489296,d6238ee1-17f8-49d7-acdd-5631e4bb74a6
3437,43940,Parc,CABOT,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,21,12/5/2016 12:00:00 AM,-73.583679,45.489271,30e3550b-8ac1-4358-b191-0173a2680eae
3438,43941,Parc,CABOT,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,20,12/5/2016 12:00:00 AM,-73.583714,45.48914,d1a10461-91be-45e9-87db-3f63b186fe49
3440,43943,Parc,CABOT,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,31,12/5/2016 12:00:00 AM,-73.584065,45.489201,b81d85f0-6beb-4ca0-b448-e8f95856985a
4288,195732,Street,Avenue Atwater,2111,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,4/20/2010 12:00:00 AM,-73.587184,45.491018,210238ef-c71f-443b-9b7e-a2d9353f4b9f
4292,195746,Street,Avenue Atwater,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,9/16/2012 12:00:00 AM,-73.584711,45.489458,29a2e020-6225-49c5-a9d7-25160a2d2124
4293,195749,Street,Avenue Atwater,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,7/9/2013 12:00:00 AM,-73.584811,45.489517,d4969594-ba8a-48db-8d0f-b72a8ce6901e
4294,195756,Street,Avenue Atwater,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,7/9/2013 12:00:00 AM,-73.584918,45.489579,c51177b1-1cf5-4d70-a5ab-843f27116a80
4297,195863,Street,Avenue Atwater,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,7/9/2013 12:00:00 AM,-73.585388,45.489854,13823b03-3495-415f-aacd-75472efc7de2
4298,195921,Street,Avenue Atwater,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,7/9/2013 12:00:00 AM,-73.585499,45.48992,d7573b47-0a8c-4d9c-abee-121613173573
5007,196206,Street,Avenue Holton,3471,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,15,2/29/2012 12:00:00 AM,-73.590299,45.491369,7bc9e9b9-07a3-4cca-adb7-400f441c837f
6613,198222,Street,Boulevard René-Lévesque Ouest,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,9/28/2015 12:00:00 AM,-73.575876,45.493144,24d9d56e-332e-4aee-bdb7-b5723f3c4d09
7894,198731,Street,Chemin de la Côte-des-Neiges,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,2/16/2015 12:00:00 AM,-73.583204,45.49636,ca52db99-b0a1-4500-81c2-212690c40309
7895,198732,Street,Chemin de la Côte-des-Neiges,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,2/16/2015 12:00:00 AM,-73.583321,45.49636,84dcbb17-4c5f-4802-ac9d-71b9bb62b1d7
7970,198807,Street,Boulevard de Maisonneuve Ouest,1625,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,5/11/2015 12:00:00 AM,-73.579673,45.495413,aaa3a48c-8ab9-438d-8a4f-543eea2b1a29
7971,198808,Street,Boulevard de Maisonneuve Ouest,1625,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,6/16/2013 12:00:00 AM,-73.579518,45.495539,8bc407d1-4441-4d11-9a8c-06af8fbda17f
7972,198809,Street,Boulevard de Maisonneuve Ouest,1645,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,6/16/2013 12:00:00 AM,-73.579883,45.495219,3c4505c7-1c52-4d5b-afc9-0bf8ba1f5c6c
7975,198812,Street,Boulevard de Maisonneuve Ouest,1675,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,6/16/2013 12:00:00 AM,-73.580367,45.494809,26fedd67-3dc2-4fc4-ab89-74dbf72ad6f9
7976,198813,Street,Boulevard de Maisonneuve Ouest,1685,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,6/16/2013 12:00:00 AM,-73.580434,45.494751,9e63de05-4816-427e-8098-852cc2d6b4ea
7978,198815,Street,Boulevard de Maisonneuve Ouest,1857,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,8,3/6/2012 12:00:00 AM,-73.58149,45.493851,8f0edc9c-7d2e-4102-a48e-1d5e07a8109e
7980,198817,Street,Boulevard de Maisonneuve Ouest,1857,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,5/25/2011 12:00:00 AM,-73.581623,45.493733,22e993ad-22f1-40c5-bb88-2bc6c288bd84
10581,201007,Street,Rue Lambert-Closse,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,5/21/2021 12:00:00 AM,-73.58415,45.490542,2bbaba56-63be-4dc0-b1ad-2837005db755
10584,201010,Street,Rue Lambert-Closse,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,10/24/2018 12:00:00 AM,-73.583961,45.490425,f9c04ca0-955c-4e4c-912d-a131a4b1c98b
10587,201013,Street,Rue Lambert-Closse,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,18,1/12/2012 12:00:00 AM,-73.584091,45.490503,cda4434b-2428-4591-a02d-256fb036cd48
10591,201017,Street,Rue Lambert-Closse,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,5/21/2021 12:00:00 AM,-73.583745,45.490304,ac5c2c02-a98d-4856-85a1-4301519a4d96
11095,201913,Street,Rue Lambert-Closse,1445,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,27,1/12/2012 12:00:00 AM,-73.584388,45.490686,7445041f-ff6a-4a95-afc2-bd2ee96a0b21
11096,201914,Street,Rue Lambert-Closse,1451,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,9/30/2019 12:00:00 AM,-73.584507,45.490748,ac9d860f-2c74-4c5e-bfc0-fc52daa52b1e
11097,201915,Street,Rue Lambert-Closse,1455,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,5/21/2021 12:00:00 AM,-73.584625,45.49082,85fb9285-5ca7-4363-9b41-8d3d2fdb8669
11100,201918,Street,Rue Lambert-Closse,2045,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,10/23/2018 12:00:00 AM,-73.585178,45.49113,f61dc7c2-2f93-434d-9dd1-91e40d128348
11102,201920,Street,Rue Lambert-Closse,2055,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,1/12/2012 12:00:00 AM,-73.585368,45.491238,83e1d7c6-1244-4678-86de-21aa8aef5a89
12412,204038,Street,Rue Sainte-Catherine Ouest,2301,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,7/1/2015 12:00:00 AM,-73.584284,45.489606,ce5e2866-c745-44bf-b11b-a50d4aaf5bab
12413,204039,Street,Rue Sainte-Catherine Ouest,2301,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,7/1/2015 12:00:00 AM,-73.584334,45.489561,46ea40b5-5bbb-4322-ab0c-5e1f19c80505
12823,204047,Street,Rue Sainte-Catherine Ouest,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,17,7/1/2013 12:00:00 AM,-73.582958,45.490778,b50cd573-e933-42c4-a3f9-bbbe43e55284
13086,204310,Street,Rue Sainte-Catherine Ouest,1608,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,3/5/2012 12:00:00 AM,-73.578867,45.494041,283959a1-3690-4243-baf2-3cf0d97a9ce0
13088,204312,Street,Rue Sainte-Catherine Ouest,1608,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,3/5/2012 12:00:00 AM,-73.578925,45.493992,0aca2871-ee80-4de5-a500-fe5316bfa66a
13091,204315,Street,Rue Sainte-Catherine Ouest,1608,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,9,3/5/2012 12:00:00 AM,-73.578683,45.494199,8dfd81d7-5a31-4177-93d5-54c9e9521ac6
13092,204316,Street,Rue Sainte-Catherine Ouest,1608,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,3/5/2012 12:00:00 AM,-73.578744,45.494145,68637b41-8f76-4e48-9ed2-25ec2c9686d7
13094,204318,Street,Rue Sainte-Catherine Ouest,1608,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,11,3/5/2012 12:00:00 AM,-73.578191,45.494613,3065e174-73e1-4497-bfae-e63a2245f473
13095,204319,Street,Rue Sainte-Catherine Ouest,1608,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,3/5/2012 12:00:00 AM,-73.578315,45.49451,382de34a-d72f-4a3f-a863-34a26cb5113c
13096,204320,Street,Rue Sainte-Catherine Ouest,1608,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,6,3/5/2012 12:00:00 AM,-73.578376,45.49446,07422aae-606d-4e40-8dd9-0360d0491cfe
13097,204321,Street,Rue Sainte-Catherine Ouest,1608,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,16,3/5/2012 12:00:00 AM,-73.57825,45.494564,c2139024-fd0d-4b8a-9ba6-60134c0aa429
13101,204325,Street,Rue Sainte-Catherine Ouest,1822,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,8,3/5/2012 12:00:00 AM,-73.579649,45.49337,f7cded20-1f1e-4680-a85f-285ec6a59780
13103,204327,Street,Rue Sainte-Catherine Ouest,1834,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,11,3/5/2012 12:00:00 AM,-73.579907,45.493145,eb2fbaf1-9c37-4926-a522-0044dbf31018
13106,204330,Street,Rue Sainte-Catherine Ouest,1858,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,3/6/2012 12:00:00 AM,-73.580094,45.492988,f714becc-2fae-41b9-835b-f72da7b887ef
13110,204334,Street,Rue Sainte-Catherine Ouest,1970,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,4/20/2013 12:00:00 AM,-73.581314,45.491952,1a0daff3-f482-4de7-be92-00e956841e18
13111,204335,Street,Rue Sainte-Catherine Ouest,1990,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,15,3/6/2012 12:00:00 AM,-73.581985,45.49138,499f6e5c-3a54-4dcf-b483-f797c6d391fe
13112,204336,Street,Rue Sainte-Catherine Ouest,1990,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,11,3/6/2012 12:00:00 AM,-73.582051,45.491326,a997e999-889e-4136-8a7a-bf7168d59f23
13113,204337,Street,Rue Sainte-Catherine Ouest,1990,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,16,3/6/2012 12:00:00 AM,-73.582181,45.491214,8d29efb4-f227-48e4-a4d8-12f94e226f71
13118,204342,Street,Rue Sainte-Catherine Ouest,2170,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,12,3/6/2012 12:00:00 AM,-73.582941,45.490565,e9434949-cec7-47a5-8e2a-984c8a5c1f77
13192,204416,Street,Rue Saint-Marc,2125,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,5/5/2016 12:00:00 AM,-73.582029,45.493837,b95d97a9-e386-40a5-a380-583e361369d1
13581,204001,Street,Rue Sainte-Catherine Ouest,1841,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,14,3/5/2012 12:00:00 AM,-73.580067,45.493231,ea8a67c7-a735-40ad-a48e-535da560ef2e
13582,204002,Street,Rue Sainte-Catherine Ouest,1863,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,10,3/5/2012 12:00:00 AM,-73.580368,45.492979,d5026161-476c-4359-99df-378b0b74da9e
13584,204004,Street,Rue Sainte-Catherine Ouest,1863,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,17,3/5/2012 12:00:00 AM,-73.580309,45.493028,a718b640-ad10-457f-b340-3abaeb18c446
13586,204006,Street,Rue Sainte-Catherine Ouest,1905,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,6,3/6/2012 12:00:00 AM,-73.580642,45.492749,aa0da0ec-ead6-4c5d-a7a0-2f17b500d07f
13588,204008,Street,Rue Sainte-Catherine Ouest,1909,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,18,3/6/2012 12:00:00 AM,-73.580697,45.492695,00cc2d66-6838-405d-ab3e-d23dc8851f6a
13593,204013,Street,Rue Sainte-Catherine Ouest,1915,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,3/6/2012 12:00:00 AM,-73.580758,45.49265,11dd3111-4358-4380-b6bc-e29c431cb03d
13594,204014,Street,Rue Sainte-Catherine Ouest,1923,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,6,3/6/2012 12:00:00 AM,-73.58082,45.492596,e9cae381-2206-4117-bc3c-fa51b073394d
13599,204019,Street,Rue Sainte-Catherine Ouest,1953,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,13,3/6/2012 12:00:00 AM,-73.58135,45.492141,3e95923d-24da-4f1d-9d57-02d7875573ac
13601,204021,Street,Rue Sainte-Catherine Ouest,2077,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,6,3/6/2012 12:00:00 AM,-73.5823,45.491335,78b6c66c-716c-47f6-b496-e91f515d8558
13602,204022,Street,Rue Sainte-Catherine Ouest,2165,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,5/9/2014 12:00:00 AM,-73.583024,45.490718,8447fe69-9e3f-4a21-a0c1-ee22ddec0766
13606,204026,Street,Rue Sainte-Catherine Ouest,2175,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,5/9/2014 12:00:00 AM,-73.583285,45.490493,5aced0b8-cd3d-439d-8784-ee1985fe4108
13611,204031,Street,Rue Sainte-Catherine Ouest,2209,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,20,7/1/2013 12:00:00 AM,-73.583479,45.490331,5611d618-d2c8-460f-bf99-21ef2e543847
13612,204032,Street,Rue Sainte-Catherine Ouest,2301,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,7/1/2015 12:00:00 AM,-73.583791,45.49002,562ec74d-6bf4-4e6d-8ea7-968ed3c8a18e
13613,204033,Street,Rue Sainte-Catherine Ouest,2301,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,7/1/2015 12:00:00 AM,-73.583845,45.489974,6390c0ff-a709-4208-9839-e96b01af1879
13671,204508,Street,Rue Saint-Mathieu,2030,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,6/3/2018 12:00:00 AM,-73.581005,45.49476,d02794e0-fdd8-4665-a3bb-64cb042b7519
13674,204511,Street,Rue Saint-Mathieu,2140,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,6/3/2018 12:00:00 AM,-73.581289,45.494922,11e2a524-6ea3-435f-a56b-6954469d71b9
13677,204514,Street,Rue Saint-Mathieu,2300,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,5/25/2015 12:00:00 AM,-73.581823,45.495236,ec0539de-f161-497b-9643-6270f0b02dde
13679,204516,Street,Rue Saint-Mathieu,2300,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,5/25/2015 12:00:00 AM,-73.582249,45.495488,413b5248-6684-4425-a8f4-3f4f51595880
14057,204892,Street,Rue Sainte-Catherine Ouest,1627,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,6,3/5/2012 12:00:00 AM,-73.578378,45.494676,86402252-43c1-497f-ad10-7bffc3c27e56
14058,204893,Street,Rue Sainte-Catherine Ouest,1631,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,14,3/5/2012 12:00:00 AM,-73.578437,45.494622,ba09d55d-b940-49f7-aa11-b34dbb6c471a
14065,204900,Street,Rue Sainte-Catherine Ouest,1675,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,9,3/5/2012 12:00:00 AM,-73.57892,45.494208,cb483626-57f0-4d76-8d9a-b4ba1003fe4a
14066,204901,Street,Rue Sainte-Catherine Ouest,1801,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,12,3/5/2012 12:00:00 AM,-73.579461,45.493749,a55d2507-7963-4cb1-a137-58182f876259
14070,204905,Street,Rue Sainte-Catherine Ouest,1831,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,6,3/5/2012 12:00:00 AM,-73.579879,45.493397,a04ca822-efb6-4a97-a8d2-b31f9d9ce507
14071,204906,Street,Rue Sainte-Catherine Ouest,1839,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,13,3/5/2012 12:00:00 AM,-73.580005,45.493289,c7804ee6-4677-48c9-b05a-d935f04bb93b
14184,205019,Street,Rue Sherbrooke Ouest,1850,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,18,3/6/2012 12:00:00 AM,-73.583037,45.494931,17ece18a-add2-4dde-9012-1f1744cf3d3c
14193,205028,Street,Rue Sherbrooke Ouest,2054,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,15,3/6/2012 12:00:00 AM,-73.584559,45.49335,97efc229-736d-4939-91c5-96d1c1074b11
15107,206323,Street,Rue du Fort,N/A,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,5/25/2011 12:00:00 AM,-73.583835,45.493306,81c2b1cc-6108-4a49-9ce7-e358575d0378
15112,206328,Street,Rue du Fort,1250,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,9/16/2012 12:00:00 AM,-73.580455,45.491166,b4914999-31a7-4653-9984-fc63d380e673
15858,205495,Street,Rue Sherbrooke Ouest,1601,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,8,3/6/2012 12:00:00 AM,-73.582076,45.496354,8c229316-0fcf-476b-8f91-bd5db8d3869a
15941,205578,Street,Rue Sherbrooke Ouest,1826,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,13,3/6/2012 12:00:00 AM,-73.582832,45.495163,a45b48b1-bcb0-4b6a-93d7-34aa5eaee0bf
3346,43849,Parc,HENRI-DUNANT,N/A,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,49,1/27/2017 12:00:00 AM,-73.582313,45.489612,cb521a07-677a-4b64-a340-c82455deb409
3349,43852,Parc,HENRI-DUNANT,N/A,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,39,1/27/2017 12:00:00 AM,-73.582421,45.489641,ea928bfe-b746-471b-9f94-b0938a1a4df6
10590,201016,Street,Rue Lambert-Closse,N/A,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,21,1/12/2012 12:00:00 AM,-73.584293,45.490618,8d0a0c23-f242-4808-8244-09d92704012f
11103,201921,Street,Rue Lambert-Closse,2115,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,25,1/12/2012 12:00:00 AM,-73.585516,45.491328,a451a33b-c270-4df2-9820-8f50100bcec5
12421,204042,Street,Rue Sainte-Catherine Ouest,N/A,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,22,7/1/2013 12:00:00 AM,-73.582838,45.49088,f2fb33ac-34a3-418b-86a5-3527821151bc
13085,204309,Street,Rue Sainte-Catherine Ouest,1600,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,22,3/5/2012 12:00:00 AM,-73.578067,45.494721,92f164bd-af7c-45a2-a18c-31f9a76123ec
13087,204311,Street,Rue Sainte-Catherine Ouest,1608,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,23,3/5/2012 12:00:00 AM,-73.578984,45.493942,28416f9e-aec0-4509-afbe-c3a298b53a36
13089,204313,Street,Rue Sainte-Catherine Ouest,1608,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,25,3/5/2012 12:00:00 AM,-73.578558,45.494303,0ccf374b-6a13-426e-8ea4-65e1e245148d
13090,204314,Street,Rue Sainte-Catherine Ouest,1608,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,23,3/5/2012 12:00:00 AM,-73.578622,45.494253,7c133fca-714d-4e59-b512-8d0b3606d270
13102,204326,Street,Rue Sainte-Catherine Ouest,1834,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,15,3/5/2012 12:00:00 AM,-73.579778,45.493258,b156831d-7836-4a5a-967e-1f96641175d7
13109,204333,Street,Rue Sainte-Catherine Ouest,1970,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,17,11/16/2004 12:00:00 AM,-73.581127,45.49211,d61d3e28-0d8f-43ba-87eb-801e624286b9
13114,204338,Street,Rue Sainte-Catherine Ouest,1990,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,24,3/6/2012 12:00:00 AM,-73.582323,45.491092,3583fc7b-fdb9-4b9d-94f9-731745ef16f8
13115,204339,Street,Rue Sainte-Catherine Ouest,2150,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,20,3/6/2012 12:00:00 AM,-73.582817,45.490673,9262a180-1c72-4215-8f6a-015fc221a997
13120,204344,Street,Rue Sainte-Catherine Ouest,2186,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,27,7/29/2016 12:00:00 AM,-73.583069,45.490457,846c74bd-bbf3-45b2-9bdd-64a558ce2877
13600,204020,Street,Rue Sainte-Catherine Ouest,2051,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,17,3/6/2012 12:00:00 AM,-73.581731,45.491821,91a4c890-7a17-4940-a207-9fb65cb5d0b7
13603,204023,Street,Rue Sainte-Catherine Ouest,2165,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,21,7/1/2013 12:00:00 AM,-73.583155,45.49061,0768aa84-36ea-4a68-a451-c1e29db0fd29
13604,204024,Street,Rue Sainte-Catherine Ouest,2165,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,23,7/1/2013 12:00:00 AM,-73.58309,45.490664,fcb79256-c6bd-4985-8866-947eda6591d9
13605,204025,Street,Rue Sainte-Catherine Ouest,2175,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,23,7/1/2013 12:00:00 AM,-73.583212,45.490556,1ae1fc47-9094-4980-949a-521c54edb347
13607,204027,Street,Rue Sainte-Catherine Ouest,2201,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,24,7/1/2013 12:00:00 AM,-73.583352,45.490439,47bcc886-ec46-4cbb-954a-4d39fe71c5bd
13673,204510,Street,Rue Saint-Mathieu,2128,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,22,1/10/2012 12:00:00 AM,-73.581221,45.494881,fb367bab-b178-4169-a069-2c0ebaebd094
