fid,Sample.Site,Site Code,Species.Code,Species Latin,Genus,Latitude,Longitude,DBH,DBH Round,Basal.Area,Subsite Code,GS Type,Classification,Index
306,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460186,-73.644403,31.5,32,0.080384,LO85,Park,Public,703
227,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.459874,-73.644768,31.8,32,0.080384,LO58,Park,Public,704
94,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.459937,-73.644962,31.9,32,0.080384,LO140,Park,Public,705
307,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460259,-73.64434,32.3,32,0.080384,LO85,Park,Public,710
160,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460206,-73.645472,32.4,32,0.080384,LO22,Park,Public,712
219,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460303,-73.645766,32.7,33,0.0854865,LO50,Park,Public,715
161,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.46021,-73.645668,33.5,34,0.090746,LO22,Park,Public,725
220,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460243,-73.645757,34.1,34,0.090746,LO50,Park,Public,735
228,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.459947,-73.644589,35.4,35,0.0961625,LO58,Park,Public,743
229,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.459939,-73.64479,35.9,36,0.101736,LO58,Park,Public,746
25,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460758,-73.646415,40.6,41,0.1319585,LO102,Park,Public,758
213,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.462015,-73.645407,40.6,41,0.1319585,LO45,Park,Public,759
129,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.461821,-73.645409,42.8,43,0.1451465,LO158,Park,Public,771
79,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460747,-73.646041,44.4,44,0.151976,LO132,Park,Public,777
66,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.46061,-73.644325,46.8,47,0.1734065,LO125,Park,Public,784
333,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.461023,-73.64737,52.2,52,0.212264,LO93,Park,Public,794
130,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.461793,-73.645342,57.6,58,0.264074,LO158,Park,Public,803
331,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.461783,-73.645197,58.1,58,0.264074,LO92,Park,Public,805
217,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.462639,-73.646646,71.4,71,0.3957185,LO49,Park,Public,818
485,CONNAUGHT-TOWNSEND,P3,ACPL,Acer Platanoides,Acer,45.456603,-73.649002,61,61,0.2920985,CO2,Park,Public,882
486,CONNAUGHT-TOWNSEND,P3,ACPL,Acer Platanoides,Acer,45.4568441,-73.6487318,67.3,67,0.3523865,CO1,Park,Public,883
1018,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461208,-73.630888,57.9,58,0.264074,T4,Park,Public,890
1045,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461167,-73.63079,62.5,63,0.3115665,T4,Park,Public,892
1090,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461096,-73.630601,73.9,74,0.429866,T4,Park,Public,893
952,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460912,-73.6337,27.9,28,0.061544,T5,Park,Public,894
962,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460998,-73.633524,29.4,29,0.0660185,T5,Park,Public,895
1030,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461061,-73.633587,60.7,61,0.2920985,T5,Park,Public,896
1076,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.46102,-73.633653,70.5,71,0.3957185,T5,Park,Public,897
931,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460732,-73.633628,20.9,21,0.0346185,T7,Park,Public,898
941,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460781,-73.633742,24,24,0.045216,T7,Park,Public,899
982,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.46074,-73.6309,33.9,34,0.090746,T14,Park,Public,903
925,TRENHOLME,P6,ACPL,Acer Platanoides 'Deborah',Acer,45.460194,-73.632008,19.1,19,0.0283385,T16,Park,Public,905
946,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.46014,-73.631941,26.3,26,0.053066,T16,Park,Public,906
958,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461065,-73.633417,28.8,29,0.0660185,T18,Park,Public,907
948,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461024,-73.630418,27,27,0.0572265,T26,Park,Public,921
929,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.459759,-73.630807,20.1,20,0.0314,T28,Park,Public,923
983,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.4598,-73.630663,34.5,35,0.0961625,T28,Park,Public,925
942,TRENHOLME,P6,ACPL,Acer Platanoides 'Deborah',Acer,45.460284,-73.632023,24.3,24,0.045216,T33,Park,Public,934
1023,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461286,-73.631098,60,60,0.2826,T35,Park,Public,941
936,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461237,-73.632481,22.4,22,0.037994,T38,Park,Public,946
1000,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461174,-73.6324,46.6,47,0.1734065,T38,Park,Public,947
1097,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461314,-73.632568,78.5,79,0.4899185,T38,Park,Public,948
1005,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460656,-73.633622,51.1,51,0.2041785,T39,Park,Public,949
1109,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460692,-73.633533,83.6,84,0.553896,T39,Park,Public,950
966,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460515,-73.631067,29.8,30,0.07065,T41,Park,Public,955
975,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.46056,-73.631016,31.4,31,0.0754385,T41,Park,Public,956
1059,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460812,-73.630789,66.5,67,0.3523865,T42,Park,Public,957
1083,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460424,-73.631409,71.6,72,0.406944,T43,Park,Public,960
995,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461405,-73.631407,41.7,42,0.138474,T45,Park,Public,963
1015,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461495,-73.631755,56.8,57,0.2550465,T45,Park,Public,964
1037,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461387,-73.631727,61.9,62,0.301754,T45,Park,Public,965
950,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460055,-73.631727,27.4,27,0.0572265,T46,Park,Public,967
956,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460015,-73.631602,28.8,29,0.0660185,T46,Park,Public,968
961,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.459997,-73.631083,29.3,29,0.0660185,T48,Park,Public,970
964,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460033,-73.631018,29.7,30,0.07065,T48,Park,Public,971
978,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.45997,-73.631014,32,32,0.080384,T48,Park,Public,972
985,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460078,-73.631103,36.1,36,0.101736,T48,Park,Public,973
992,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.46011,-73.631182,38.5,39,0.1193985,T48,Park,Public,974
919,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461368,-73.63264,17.3,17,0.0226865,T49,Park,Public,975
921,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461354,-73.632481,18.2,18,0.025434,T49,Park,Public,976
1101,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461404,-73.632583,79.7,80,0.5024,T49,Park,Public,977
986,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460302,-73.632318,36.5,37,0.1074665,T51,Park,Public,982
1019,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460243,-73.632473,58.3,58,0.264074,T51,Park,Public,983
1060,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460329,-73.632417,66.7,67,0.3523865,T51,Park,Public,984
1013,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461656,-73.632599,55.6,56,0.246176,T57,Park,Public,991
1085,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461548,-73.632673,72.2,72,0.406944,T57,Park,Public,992
1102,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461064,-73.630969,79.8,80,0.5024,T59,Park,Public,994
1002,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460707,-73.63233,46.9,47,0.1734065,T60,Park,Public,996
933,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.46027,-73.63258,21.2,21,0.0346185,T63,Park,Public,998
1073,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461494,-73.632272,69.2,69,0.3737385,T65,Park,Public,1004
1031,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461373,-73.631535,61.1,61,0.2920985,T66,Park,Public,1005
1053,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461297,-73.631371,65.7,66,0.341946,T66,Park,Public,1006
934,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460203,-73.631796,21.7,22,0.037994,T72,Park,Public,1018
955,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.459898,-73.630999,28.5,29,0.0660185,T73,Park,Public,1020
960,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.459813,-73.630886,29.1,29,0.0660185,T73,Park,Public,1021
965,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.459885,-73.630835,29.8,30,0.07065,T73,Park,Public,1022
974,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.459921,-73.63092,31,31,0.0754385,T73,Park,Public,1023
996,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.459952,-73.630835,42.6,43,0.1451465,T73,Park,Public,1024
914,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461364,-73.633124,15.1,15,0.0176625,T74,Park,Public,1025
1107,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461408,-73.6329,83.1,83,0.5407865,T76,Park,Public,1031
990,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461739,-73.632487,37.6,38,0.113354,T78,Park,Public,1038
902,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.4612491,-73.6331103,9.2,9,0.0063585,T82,Park,Public,1043
932,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461189,-73.633111,21.1,21,0.0346185,T82,Park,Public,1044
1041,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.4609332,-73.6306443,62.2,62,0.301754,T85,Park,Public,1045
1046,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461647,-73.632159,62.7,63,0.3115665,T86,Park,Public,1051
910,TRENHOLME,P6,ACPL,Acer Platanoides 'Deborah',Acer,45.459851,-73.631504,13.1,13,0.0132665,T87,Park,Public,1054
937,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.459808,-73.631394,22.8,23,0.0415265,T87,Park,Public,1055
1069,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.459884,-73.631346,68.9,69,0.3737385,T87,Park,Public,1056
1024,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460458,-73.633092,60.2,60,0.2826,T88,Park,Public,1059
1094,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460535,-73.633101,75.7,76,0.453416,T88,Park,Public,1060
957,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460447,-73.631104,28.8,29,0.0660185,T92,Park,Public,1063
909,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461267,-73.632299,12.8,13,0.0132665,T94,Park,Public,1065
1004,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461292,-73.632095,50,50,0.19625,T94,Park,Public,1066
1020,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461193,-73.632098,58.4,58,0.264074,T94,Park,Public,1067
1044,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461314,-73.632197,62.4,62,0.301754,T94,Park,Public,1068
1067,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.46062,-73.633302,68.7,69,0.3737385,T98,Park,Public,1077
1081,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460575,-73.633188,71.5,72,0.406944,T98,Park,Public,1078
998,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461571,-73.632248,45.3,45,0.1589625,T99,Park,Public,1080
1009,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461661,-73.632287,53,53,0.2205065,T99,Park,Public,1081
1027,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.46162,-73.632344,60.5,61,0.2920985,T99,Park,Public,1082
1029,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461628,-73.632503,60.6,61,0.2920985,T99,Park,Public,1083
1087,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461588,-73.632446,73.1,73,0.4183265,T99,Park,Public,1084
1017,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.46101,-73.630814,57.9,58,0.264074,T104,Park,Public,1088
930,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460813,-73.633832,20.3,20,0.0314,T107,Park,Public,1089
1008,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460741,-73.633832,53,53,0.2205065,T107,Park,Public,1090
1049,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.46088,-73.633931,63.2,63,0.3115665,T107,Park,Public,1092
935,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460894,-73.634068,22.4,22,0.037994,T110,Park,Public,1093
945,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460993,-73.633865,24.7,25,0.0490625,T110,Park,Public,1094
947,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460948,-73.63394,27,27,0.0572265,T110,Park,Public,1095
949,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460957,-73.633802,27.3,27,0.0572265,T110,Park,Public,1096
1063,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461056,-73.633773,68,68,0.362984,T110,Park,Public,1097
1114,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461259,-73.63301,90.5,91,0.6500585,T111,Park,Public,1099
1106,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.461115,-73.633501,83.1,83,0.5407865,T114,Park,Public,1105
1062,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460602,-73.632904,67.9,68,0.362984,T115,Park,Public,1109
1089,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.460706,-73.632889,73.4,73,0.4183265,T115,Park,Public,1110
970,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.459836,-73.630742,30.4,30,0.07065,T118,Park,Public,1112
987,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.459836,-73.630576,36.7,37,0.1074665,T118,Park,Public,1113
991,TRENHOLME,P6,ACPL,Acer Platanoides,Acer,45.459872,-73.630662,38,38,0.113354,T118,Park,Public,1114
1152,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.45761,-73.648089,21.1,21,0.0346185,W13,Park,Public,1152
1153,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.457957,-73.648481,24.8,25,0.0490625,W21,Park,Public,1153
1159,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.457732,-73.648253,38.8,39,0.1193985,W22,Park,Public,1159
1161,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.458188,-73.649235,39.5,40,0.1256,W2,Park,Public,1161
1162,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.458096,-73.649078,40,40,0.1256,W16,Park,Public,1162
1163,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.458301,-73.64928,40,40,0.1256,W10,Park,Public,1163
1169,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.457765,-73.647921,42.6,43,0.1451465,W22,Park,Public,1169
1172,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.457671,-73.64767,44.7,45,0.1589625,W25,Park,Public,1172
1174,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.458202,-73.649049,46.5,47,0.1734065,W16,Park,Public,1174
1178,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.457851,-73.648126,47.8,48,0.180864,W22,Park,Public,1178
1179,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.457805,-73.648015,48.6,49,0.1884785,W22,Park,Public,1179
1182,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.457387,-73.648512,51.7,52,0.212264,W24,Park,Public,1182
1191,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.45814,-73.649127,54.8,55,0.2374625,W2,Park,Public,1191
1193,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.45817,-73.648951,55.2,55,0.2374625,W16,Park,Public,1193
1195,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.458366,-73.649449,55.8,56,0.246176,W10,Park,Public,1195
1196,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.45745,-73.648515,56.2,56,0.246176,W18,Park,Public,1196
1197,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.458015,-73.648544,56.5,57,0.2550465,W21,Park,Public,1197
1198,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.458049,-73.649088,58,58,0.264074,W2,Park,Public,1198
1199,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.458137,-73.648859,58.9,59,0.2732585,W16,Park,Public,1199
1201,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.45794,-73.648353,60.3,60,0.2826,W21,Park,Public,1201
1204,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.457418,-73.648576,61.8,62,0.301754,W6,Park,Public,1204
1206,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.457895,-73.648239,62.8,63,0.3115665,W22,Park,Public,1206
1211,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Acer,45.45805,-73.648641,67,67,0.3523865,W21,Park,Public,1211
122,St. Catherine de Sienne Church,I4,ACPL,Acer Platanoides,Acer,45.4612491,-73.6432692,55.3,55,0.2374625,CC6,Inst,Private,1248
126,St. Catherine de Sienne Church,I4,ACPL,Acer Platanoides,Acer,45.4611004,-73.6428517,29.5,30,0.07065,CC7,Inst,Private,1252
129,St. Catherine de Sienne Church,I4,ACPL,Acer Platanoides,Acer,45.4610445,-73.6434609,74,74,0.429866,CC2,Inst,Private,1255
137,St. Catherine de Sienne Church,I4,ACPL,Acer Platanoides,Acer,45.46072,-73.6435454,80.5,81,0.5150385,CC3,Inst,Private,1263
138,St. Catherine de Sienne Church,I4,ACPL,Acer Platanoides,Acer,45.4606849,-73.6434174,61.6,62,0.301754,CC3,Inst,Private,1264
139,St. Catherine de Sienne Church,I4,ACPL,Acer Platanoides,Acer,45.4606273,-73.6432621,56.8,57,0.2550465,CC4,Inst,Private,1265
8,St. Ignatius Church,I1,ACPL,Acer Platanoides,Acer,45.4576592,-73.6427066,61,61,0.2920985,IG5,Inst,Private,1291
11,St. Ignatius Church,I1,ACPL,Acer Platanoides,Acer,45.4582077,-73.6424866,27.4,27,0.0572265,IG1,Inst,Private,1294
13,St. Ignatius Church,I1,ACPL,Acer Platanoides,Acer,45.458246,-73.6424726,23,23,0.0415265,IG1,Inst,Private,1296
15,St. Ignatius Church,I1,ACPL,Acer Platanoides,Acer,45.4581564,-73.6423029,55.3,55,0.2374625,IG1,Inst,Private,1298
22,St. Ignatius Church,I1,ACPL,Acer Platanoides,Acer,45.4580579,-73.6420025,15.1,15,0.0176625,IG7,Inst,Private,1304
24,St. Ignatius Church,I1,ACPL,Acer Platanoides,Acer,45.458091,-73.6420461,12.1,12,0.011304,IG7,Inst,Private,1306
515,Judith Jasmine School,I15,ACPL,Acer Platanoides,Acer,45.4624808,-73.6395701,41.8,42,0.138474,J17,Inst,Private,1313
520,Judith Jasmine School,I15,ACPL,Acer Platanoides,Acer,45.4629128,-73.6402872,12.5,13,0.0132665,J2,Inst,Private,1318
522,Judith Jasmine School,I15,ACPL,Acer Platanoides,Acer,45.4628361,-73.6405008,65.5,66,0.341946,J1,Inst,Private,1320
523,Judith Jasmine School,I15,ACPL,Acer Platanoides,Acer,45.4629043,-73.6406607,70.6,71,0.3957185,J1,Inst,Private,1321
524,Judith Jasmine School,I15,ACPL,Acer Platanoides,Acer,45.4629824,-73.6408032,84.7,85,0.5671625,J10,Inst,Private,1322
537,Judith Jasmine School,I15,ACPL,Acer Platanoides,Acer,45.463531,-73.640393,10.5,11,0.0094985,J3,Inst,Private,1335
543,Judith Jasmine School,I15,ACPL,Acer Platanoides,Acer,45.463225,-73.639563,27.3,27,0.0572265,J20,Inst,Private,1341
545,Judith Jasmine School,I15,ACPL,Acer Platanoides,Acer,45.463139,-73.639367,30.3,30,0.07065,J11,Inst,Private,1343
546,Judith Jasmine School,I15,ACPL,Acer Platanoides,Acer,45.463096,-73.639238,30.7,31,0.0754385,J11,Inst,Private,1344
547,Judith Jasmine School,I15,ACPL,Acer Platanoides,Acer,45.46303,-73.639136,56.9,57,0.2550465,J11,Inst,Private,1345
550,Judith Jasmine School,I15,ACPL,Acer Platanoides,Acer,45.4626534,-73.6393662,8.6,9,0.0063585,J7,Inst,Private,1348
328,Kells Primary Academy,I9,ACPL,Acer Platanoides,Acer,45.4614974,-73.6272098,52.3,52,0.212264,KP1,Inst,Private,1405
329,Kells Primary Academy,I9,ACPL,Acer Platanoides,Acer,45.4621053,-73.6267709,22.9,23,0.0415265,KP7,Inst,Private,1406
374,Kells Primary Academy,I9,ACPL,Acer Platanoides,Acer,45.462098,-73.6271193,64.7,65,0.3316625,KP9,Inst,Private,1451
448,Loyola High School,I11,ACPL,Acer Platanoides,Acer,45.4570471,-73.639379,15.1,15,0.0176625,LH12,Inst,Private,1469
461,Loyola High School,I11,ACPL,Acer Platanoides,Acer,45.4568556,-73.6398038,33.7,34,0.090746,LH3,Inst,Private,1482
462,Loyola High School,I11,ACPL,Acer Platanoides,Acer,45.456806,-73.639868,24.6,25,0.0490625,LH3,Inst,Private,1483
463,Loyola High School,I11,ACPL,Acer Platanoides,Acer,45.456727,-73.639949,35.5,36,0.101736,LH3,Inst,Private,1484
464,Loyola High School,I11,ACPL,Acer Platanoides,Acer,45.456671,-73.639989,36.6,37,0.1074665,LH3,Inst,Private,1485
465,Loyola High School,I11,ACPL,Acer Platanoides,Acer,45.456631,-73.639979,33.4,33,0.0854865,LH8,Inst,Private,1486
384,St. Luc Annexe,I10,ACPL,Acer Platanoides,Acer,45.4569483,-73.6432672,12.7,13,0.0132665,STL5,Inst,Private,1500
387,St. Luc Annexe,I10,ACPL,Acer Platanoides,Acer,45.4570908,-73.6433054,21.5,22,0.037994,STL7,Inst,Private,1503
388,St. Luc Annexe,I10,ACPL,Acer Platanoides,Acer,45.457119,-73.6434234,24.6,25,0.0490625,STL7,Inst,Private,1504
389,St. Luc Annexe,I10,ACPL,Acer Platanoides,Acer,45.4570414,-73.6433634,22.3,22,0.037994,STL5,Inst,Private,1505
390,St. Luc Annexe,I10,ACPL,Acer Platanoides,Acer,45.4570414,-73.6435307,24.3,24,0.045216,STL7,Inst,Private,1506
398,St. Luc Annexe,I10,ACPL,Acer Platanoides,Acer,45.4577836,-73.6436051,29.2,29,0.0660185,STL4,Inst,Private,1514
414,St. Luc Annexe,I10,ACPL,Acer Platanoides,Acer,45.457437,-73.644118,45.2,45,0.1589625,STL6,Inst,Private,1530
415,St. Luc Annexe,I10,ACPL,Acer Platanoides,Acer,45.457532,-73.644022,35.1,35,0.0961625,STL6,Inst,Private,1531
416,St. Luc Annexe,I10,ACPL,Acer Platanoides,Acer,45.457596,-73.644003,27.7,28,0.061544,STL13,Inst,Private,1532
82,St. Monica Church,I3,ACPL,Acer Platanoides,Acer,45.4681518,-73.6342616,15.2,15,0.0176625,SMC2,Inst,Private,1561
86,St. Monica Church,I3,ACPL,Acer Platanoides,Acer,45.4683878,-73.6347102,9.4,9,0.0063585,SMC3,Inst,Private,1565
87,St. Monica Church,I3,ACPL,Acer Platanoides,Acer,45.4684071,-73.634776,5.4,5,0.0019625,SMC3,Inst,Private,1566
93,St. Monica Church,I3,ACPL,Acer Platanoides,Acer,45.4685113,-73.6351193,32.4,32,0.080384,SMC7,Inst,Private,1572
95,St. Monica Church,I3,ACPL,Acer Platanoides,Acer,45.4682656,-73.6352299,31.5,32,0.080384,SMC9,Inst,Private,1574
96,St. Monica Church,I3,ACPL,Acer Platanoides,Acer,45.4682216,-73.6351525,18.3,18,0.025434,SMC8,Inst,Private,1575
97,St. Monica Church,I3,ACPL,Acer Platanoides,Acer,45.4681807,-73.6351112,21.4,21,0.0346185,SMC10,Inst,Private,1576
98,St. Monica Church,I3,ACPL,Acer Platanoides,Acer,45.4681712,-73.6350971,12.7,13,0.0132665,SMC10,Inst,Private,1577
106,St. Monica Church,I3,ACPL,Acer Platanoides,Acer,45.4676679,-73.6345325,10,10,0.00785,SMC5,Inst,Private,1585
109,St. Monica Church,I3,ACPL,Acer Platanoides,Acer,45.4676335,-73.6346066,5.9,6,0.002826,SMC5,Inst,Private,1588
159,St. Phillips Church,I5,ACPL,Acer Platanoides,Acer,45.4538763,-73.643809,74.2,74,0.429866,SP12,Inst,Private,1674
160,St. Phillips Church,I5,ACPL,Acer Platanoides,Acer,45.4538495,-73.6437731,11.6,12,0.011304,SP12,Inst,Private,1675
162,St. Phillips Church,I5,ACPL,Acer Platanoides,Acer,45.4538333,-73.6431932,5,5,0.0019625,SP9,Inst,Private,1677
163,St. Phillips Church,I5,ACPL,Acer Platanoides,Acer,45.4538493,-73.6438284,7,7,0.0038465,SP12,Inst,Private,1678
164,St. Phillips Church,I5,ACPL,Acer Platanoides,Acer,45.4538385,-73.6438314,11.8,12,0.011304,SP12,Inst,Private,1679
165,St. Phillips Church,I5,ACPL,Acer Platanoides,Acer,45.4538319,-73.643811,22.5,23,0.0415265,SP11,Inst,Private,1680
166,St. Phillips Church,I5,ACPL,Acer Platanoides,Acer,45.4538274,-73.6437624,22.8,23,0.0415265,SP11,Inst,Private,1681
171,St. Phillips Church,I5,ACPL,Acer Platanoides,Acer,45.4538234,-73.6438314,19,19,0.0283385,SP11,Inst,Private,1686
181,St. Phillips Church,I5,ACPL,Acer Platanoides,Acer,45.4536202,-73.6428179,40.3,40,0.1256,SP8,Inst,Private,1696
184,St. Phillips Church,I5,ACPL,Acer Platanoides,Acer,45.4535426,-73.642951,21.4,21,0.0346185,SP5,Inst,Private,1699
185,St. Phillips Church,I5,ACPL,Acer Platanoides,Acer,45.4535416,-73.6429989,9.3,9,0.0063585,SP5,Inst,Private,1700
186,St. Phillips Church,I5,ACPL,Acer Platanoides,Acer,45.4535045,-73.6429168,23.3,23,0.0415265,SP2,Inst,Private,1701
187,St. Phillips Church,I5,ACPL,Acer Platanoides,Acer,45.4535075,-73.6430301,91.4,91,0.6500585,SP2,Inst,Private,1702
