"","Plot","Plot.code","Classification","GS.Type","Site.Type","Site.Code","Genus.Code","Species.Code","Cultivar.Code","Species.Latin","Species.Common","DBH","Native_SLL","Native_ETF","Origin.Source","Comments"
"4620","Loyola",2,"Public","Row","S","S1077","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'","Common Honey-Locust",38.7,"N","Y","USDA/TC/LM",""
"4621","Loyola",2,"Public","Row","S","S1077","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'","Common Honey-Locust",37.7,"N","Y","USDA/TC/LM",""
"4622","Loyola",2,"Public","Row","S","S1082","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'","Common Honey-Locust",29.9,"N","Y","USDA/TC/LM",""
"4623","Loyola",2,"Public","Row","S","S1086","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",48.4,"N","Y","USDA/TC/LM",""
"4624","Loyola",2,"Public","Row","S","S1086","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",55.3,"N","Y","USDA/TC/LM",""
"4625","Loyola",2,"Public","Row","S","S1086","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",75.6,"N","Y","USDA/TC/LM",""
"4626","Loyola",2,"Public","Row","S","S1086","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",43.6,"N","Y","USDA/TC/LM",""
"4627","Loyola",2,"Public","Row","S","S1086","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",58.5,"N","Y","USDA/TC/LM",""
"4628","Loyola",2,"Public","Row","S","S1086","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",57.8,"N","Y","USDA/TC/LM",""
"4629","Loyola",2,"Public","Row","S","S1086","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",65.1,"N","Y","USDA/TC/LM",""
"4630","Loyola",2,"Public","Row","S","S1087","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",54.2,"N","Y","USDA/TC/LM",""
"4631","Loyola",2,"Public","Row","S","S1087","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",38.6,"N","Y","USDA/TC/LM",""
"4632","Loyola",2,"Public","Row","S","S1087","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'","Common Honey-Locust",31.3,"N","Y","USDA/TC/LM",""
"4633","Loyola",2,"Public","Row","S","S1087","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",53,"N","Y","USDA/TC/LM",""
"4634","Loyola",2,"Public","Row","S","S1087","GL","GLTR","GLTR","Gleditsia triacanthos 'Imperial'","Common Honey-Locust",55,"N","Y","USDA/TC/LM",""
"4635","Loyola",2,"Public","Row","S","S1087","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",60.1,"N","Y","USDA/TC/LM",""
"4636","Loyola",2,"Public","Row","S","S1087","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",57.8,"N","Y","USDA/TC/LM",""
"4637","Loyola",2,"Public","Row","S","S1087","GL","GLTR","GLTR","Gleditsia triacanthos","Common Honey-Locust",46.6,"N","Y","USDA/TC/LM",""
"4638","Loyola",2,"Public","Row","S","S1091","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",56.1,"N","Y","USDA/TC/LM",""
"4639","Loyola",2,"Public","Row","S","S1091","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",50.4,"N","Y","USDA/TC/LM",""
"4640","Loyola",2,"Public","Row","S","S1091","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",72.5,"N","Y","USDA/TC/LM",""
"4641","Loyola",2,"Public","Row","S","S1091","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",59.4,"N","Y","USDA/TC/LM",""
"4642","Loyola",2,"Public","Row","S","S1091","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",59.6,"N","Y","USDA/TC/LM",""
"4643","Loyola",2,"Public","Row","S","S1091","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",56.3,"N","Y","USDA/TC/LM",""
"4644","Loyola",2,"Public","Row","S","S1091","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'","Common Honey-Locust",29.7,"N","Y","USDA/TC/LM",""
"4645","Loyola",2,"Public","Row","S","S1091","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",65,"N","Y","USDA/TC/LM",""
"4646","Loyola",2,"Public","Row","S","S1091","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",48.6,"N","Y","USDA/TC/LM",""
"4647","Loyola",2,"Public","Row","S","S1094","GL","GLTR","GLTR","Gleditsia triacanthos","Common Honey-Locust",54,"N","Y","USDA/TC/LM",""
"4648","Loyola",2,"Public","Row","S","S1094","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",49.8,"N","Y","USDA/TC/LM",""
"4649","Loyola",2,"Public","Row","S","S1094","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",57.9,"N","Y","USDA/TC/LM",""
"4650","Loyola",2,"Public","Row","S","S1094","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",56.1,"N","Y","USDA/TC/LM",""
"4651","Loyola",2,"Public","Row","S","S1094","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",52.6,"N","Y","USDA/TC/LM",""
"4652","Loyola",2,"Public","Row","S","S1094","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",42.5,"N","Y","USDA/TC/LM",""
"4653","Loyola",2,"Public","Row","S","S1094","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",47.1,"N","Y","USDA/TC/LM",""
"4654","Loyola",2,"Public","Row","S","S1094","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",60.1,"N","Y","USDA/TC/LM",""
"4655","Loyola",2,"Public","Row","S","S1094","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",57.8,"N","Y","USDA/TC/LM",""
"4656","Loyola",2,"Public","Row","S","S1095","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",41.5,"N","Y","USDA/TC/LM",""
"4657","Loyola",2,"Public","Row","S","S1095","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",58.6,"N","Y","USDA/TC/LM",""
"4658","Loyola",2,"Public","Row","S","S1095","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",47.8,"N","Y","USDA/TC/LM",""
"4659","Loyola",2,"Public","Row","S","S1095","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis","Common Honey-Locust",38.2,"N","Y","USDA/TC/LM",""
"4660","Loyola",2,"Public","Row","S","S1096","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'","Common Honey-Locust",13.7,"N","Y","USDA/TC/LM",""
"4661","Loyola",2,"Public","Row","S","S1096","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'","Common Honey-Locust",22.1,"N","Y","USDA/TC/LM",""
"4662","Loyola",2,"Public","Row","S","S1096","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'","Common Honey-Locust",NA,"N","Y","USDA/TC/LM",""
"4663","Loyola",2,"Public","Row","S","S1096","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'","Common Honey-Locust",NA,"N","Y","USDA/TC/LM",""
"4664","Loyola",2,"Public","Row","S","S1096","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'","Common Honey-Locust",NA,"N","Y","USDA/TC/LM",""
"4665","Loyola",2,"Public","Row","S","S1097","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'","Common Honey-Locust",24.1,"N","Y","USDA/TC/LM",""
"4666","Loyola",2,"Public","Row","S","S1097","GL","GLTR","GLTR","Gleditsia triacanthos 'Sunburst'","Common Honey-Locust",12.6,"N","Y","USDA/TC/LM",""
"4667","Loyola",2,"Public","Row","S","S1098","GL","GLTR","GLTR","Gleditsia triacanthos 'Northern Acclaim'","Common Honey-Locust",6.5,"N","Y","USDA/TC/LM",""
"4668","Loyola",2,"Public","Row","S","S1102","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'","Common Honey-Locust",6.4,"N","Y","USDA/TC/LM",""
"4669","Loyola",2,"Public","Row","S","S1104","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'","Common Honey-Locust",43.3,"N","Y","USDA/TC/LM",""
"4670","Loyola",2,"Private","Private","Y","Y1078","GL","GLTR","GLTR","Gleditsia Triacanthos","Common Honey-Locust",7.1,"N","Y","USDA/TC/LM",""
"4671","Loyola",2,"Public","Park","P","P1001","GY","GYDI","GYDI","Gymnocladus Dioicus","Kentucky Coffee Tree",8.8,"N","Y","USDA/LM",""
"4672","Loyola",2,"Public","Park","P","P1001","GY","GYDI","GYDI","Gymnocladus Dioicus","Kentucky Coffee Tree",12.5,"N","Y","USDA/LM",""
"4673","Loyola",2,"Public","Park","P","P1001","GY","GYDI","GYDI","Gymnocladus Dioicus","Kentucky Coffee Tree",13,"N","Y","USDA/LM",""
"4674","Loyola",2,"Public","Park","P","P1001","GY","GYDI","GYDI","Gymnocladus Dioicus","Kentucky Coffee Tree",18.9,"N","Y","USDA/LM",""
"4675","Loyola",2,"Public","Park","P","P1001","GY","GYDI","GYDI","Gymnocladus Dioicus","Kentucky Coffee Tree",26,"N","Y","USDA/LM",""
"4676","Loyola",2,"Public","Park","P","P1005","GY","GYDI","GYDI","Gymnocladus Dioicus","Kentucky Coffee Tree",12,"N","Y","USDA/LM",""
"4677","Loyola",2,"Public","Park","P","P1005","GY","GYDI","GYDI","Gymnocladus Dioicus","Kentucky Coffee Tree",13.2,"N","Y","USDA/LM",""
"4678","Loyola",2,"Public","Park","P","P1005","GY","GYDI","GYDI","Gymnocladus Dioicus","Kentucky Coffee Tree",13.4,"N","Y","USDA/LM",""
"4679","Loyola",2,"Public","Park","P","P1005","GY","GYDI","GYDI","Gymnocladus Dioicus","Kentucky Coffee Tree",14.5,"N","Y","USDA/LM",""
"4680","Loyola",2,"Public","Park","P","P1005","GY","GYDI","GYDI","Gymnocladus Dioicus","Kentucky Coffee Tree",17,"N","Y","USDA/LM",""
"4681","Loyola",2,"Public","Park","P","P1005","GY","GYDI","GYDI","Gymnocladus Dioicus","Kentucky Coffee Tree",26,"N","Y","USDA/LM",""
"4682","Loyola",2,"Public","Park","P","P1005","GY","GYDI","GYDI","Gymnocladus Dioicus","Kentucky Coffee Tree",32,"N","Y","USDA/LM",""
"4683","Loyola",2,"Public","Park","P","P1006","GY","GYDI","GYDI","Gymnocladus Dioicus","Kentucky Coffee Tree",9.4,"N","Y","USDA/LM",""
"4684","Loyola",2,"Public","Park","P","P1006","GY","GYDI","GYDI","Gymnocladus Dioicus","Kentucky Coffee Tree",24.3,"N","Y","USDA/LM",""
"4685","Loyola",2,"Private","Inst","I","I1004","GY","GYDI","GYDI","Gymnocladus Dioicus","Kentucky Coffee Tree",16,"N","Y","USDA/LM",""
"4686","Loyola",2,"Private","Inst","I","I1004","GY","GYDI","GYDI","Gymnocladus Dioicus","Kentucky Coffee Tree",18.9,"N","Y","USDA/LM",""
"4687","Loyola",2,"Private","Inst","I","I1004","GY","GYDI","GYDI","Gymnocladus Dioicus","Kentucky Coffee Tree",17.5,"N","Y","USDA/LM",""
"4688","Loyola",2,"Public","Row","S","S1003","GY","GYDI","GYDI","Gymnocladus dioicus","Kentucky Coffee Tree",NA,"N","Y","USDA/LM",""
"4689","Loyola",2,"Public","Row","S","S1003","GY","GYDI","GYDI","Gymnocladus dioicus","Kentucky Coffee Tree",NA,"N","Y","USDA/LM",""
"4690","Loyola",2,"Public","Row","S","S1003","GY","GYDI","GYDI","Gymnocladus dioicus","Kentucky Coffee Tree",NA,"N","Y","USDA/LM",""
"4691","Loyola",2,"Public","Row","S","S1011","GY","GYDI","GYDI","Gymnocladus dioicus","Kentucky Coffee Tree",17.9,"N","Y","USDA/LM",""
"4692","Loyola",2,"Public","Row","S","S1011","GY","GYDI","GYDI","Gymnocladus dioicus","Kentucky Coffee Tree",4.5,"N","Y","USDA/LM",""
"4693","Loyola",2,"Public","Row","S","S1109","GY","GYDI","GYDI","Gymnocladus dioicus","Kentucky Coffee Tree",5.6,"N","Y","USDA/LM",""
"4694","Loyola",2,"Public","Row","S","S1109","GY","GYDI","GYDI","Gymnocladus dioicus","Kentucky Coffee Tree",4.5,"N","Y","USDA/LM",""
"4695","Loyola",2,"Public","Row","S","S1077","GY","GYDI","GYDI","Gymnocladus dioicus","Kentucky Coffee Tree",5.4,"N","Y","USDA/LM",""
"4696","Loyola",2,"Public","Park","P","P1007","HY","HYPA","HYPA","Hydrangea Paniculata","Panicled Hydrangea",6.9,"N","N","USDA/Mortens",""
"4697","Loyola",2,"Public","Park","P","P1007","HY","HYPA","HYPA","Hydrangea Paniculata","Panicled Hydrangea",7.4,"N","N","USDA/Mortens",""
"4698","Loyola",2,"Private","Private","Y","Y1015","HY","HYPA","HYPA","Hydrangea Paniculata","Panicled Hydrangea",11.7,"N","N","USDA/Mortens",""
"4699","Loyola",2,"Private","Private","Y","Y1050","HY","HYPA","HYPA","Hydrangea Paniculata","Panicled Hydrangea",5.3,"N","N","USDA/Mortens",""
"4700","Loyola",2,"Private","Private","Y","Y1077","HY","HYPA","HYPA","Hydrangea Paniculata","Panicled Hydrangea",16.8,"N","N","USDA/Mortens",""
"4701","Loyola",2,"Private","Private","Y","Y1082","HY","HYQU","HYQU","Hydrangea Quercifolia","Oakleaf hydreangea",9.7,"N","Y","USDA/Mortens/ https://www.wildflower.org/plants/result.php?id_plant=HYQU3 / http://www.efloras.org/object_page.aspx?object_id=130442&flora_id=1","Refer to websites in Origin Source column: found in south-eastern United States therefore deemed native to ETF yet non-native to SLL (KP)"
"4702","Loyola",2,"Public","Park","P","P1001","JU","JUCI","JUCI","Juglans Cinerea","Butternut",6.2,"Y","Y","USDA/TC/LM",""
"4703","Loyola",2,"Public","Park","P","P1001","JU","JUCI","JUCI","Juglans Cinerea","Butternut",7.9,"Y","Y","USDA/TC/LM",""
"4704","Loyola",2,"Public","Park","P","P1001","JU","JUCI","JUCI","Juglans Cinerea","Butternut",20.6,"Y","Y","USDA/TC/LM",""
"4705","Loyola",2,"Public","Park","P","P1003","JU","JUCI","JUCI","Juglans Cinerea","Butternut",16.9,"Y","Y","USDA/TC/LM",""
"4706","Loyola",2,"Public","Row","S","S1019","JU","JUCI","JUCI","Juglans cinerea","Butternut",25.8,"Y","Y","USDA/TC/LM",""
"4707","Loyola",2,"Public","Row","S","S1092","JU","JUCI","JUCI","Juglans cinerea","Butternut",87.5,"Y","Y","USDA/TC/LM",""
"4708","Loyola",2,"Private","Inst","I","I1011","JN","JNCO","JNCO","Juniperus Communis","Common juniper",8.3,"Y","Y","USDA/TC/LM",""
"4709","Loyola",2,"Private","Inst","I","I1011","JN","JNCO","JNCO","Juniperus Communis","Common juniper",10.4,"Y","Y","USDA/TC/LM",""
"4710","Loyola",2,"Private","Inst","I","I1002","JN","JNCO","JNCO","Juniperus Communis","Common juniper",12.1,"Y","Y","USDA/TC/LM",""
"4711","Loyola",2,"Public","Row","S","S1034","JN","JNCO","JNCO","Juniperus communis","Common juniper",NA,"Y","Y","USDA/TC/LM",""
"4712","Loyola",2,"Private","Private","Y","Y1029","JN","JNCO","JNCO","Juniperus Communis","Common juniper",7.7,"Y","Y","USDA/TC/LM",""
"4713","Loyola",2,"Private","Private","Y","Y1084","JN","JNCO","JNCO","Juniperus Communis","Common juniper",19.8,"Y","Y","USDA/TC/LM",""
"4714","Loyola",2,"Private","Private","Y","Y1088","JN","JNCO","JNCO","Juniperus Communis","Common juniper",9.8,"Y","Y","USDA/TC/LM",""
"4715","Loyola",2,"Public","Park","P","P1001","JU","JUNI","JUNI","Juglans Nigra","Eastern Black Walnut",6.8,"Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"4716","Loyola",2,"Public","Park","P","P1001","JU","JUNI","JUNI","Juglans Nigra","Eastern Black Walnut",8.8,"Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"4717","Loyola",2,"Public","Park","P","P1001","JU","JUNI","JUNI","Juglans Nigra","Eastern Black Walnut",19.9,"Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"4718","Loyola",2,"Public","Park","P","P1001","JU","JUNI","JUNI","Juglans Nigra","Eastern Black Walnut",23.3,"Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"4719","Loyola",2,"Public","Park","P","P1002","JU","JUNI","JUNI","Juglans Nigra","Eastern Black Walnut",4.8,"Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"4720","Loyola",2,"Public","Park","P","P1002","JU","JUNI","JUNI","Juglans Nigra","Eastern Black Walnut",7.7,"Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"4721","Loyola",2,"Public","Park","P","P1002","JU","JUNI","JUNI","Juglans Nigra","Eastern Black Walnut",12.5,"Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"4722","Loyola",2,"Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra","Eastern Black Walnut",5.7,"Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"4723","Loyola",2,"Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra","Eastern Black Walnut",10.2,"Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"4724","Loyola",2,"Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra","Eastern Black Walnut",11,"Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"4725","Loyola",2,"Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra","Eastern Black Walnut",12.8,"Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"4726","Loyola",2,"Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra","Eastern Black Walnut",14,"Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"4727","Loyola",2,"Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra","Eastern Black Walnut",15.1,"Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"4728","Loyola",2,"Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra","Eastern Black Walnut",15.2,"Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"4729","Loyola",2,"Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra","Eastern Black Walnut",15.3,"Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"4730","Loyola",2,"Public","Park","P","P1006","JU","JUNI","JUNI","Juglans Nigra","Eastern Black Walnut",8.1,"Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"4731","Loyola",2,"Private","Inst","I","I1007","JU","JUNI","JUNI","Juglans Nigra","Eastern Black Walnut",16,"Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"4732","Loyola",2,"Public","Row","S","S1093","JU","JUNI","JUNI","Juglans nigra","Eastern Black Walnut",63.3,"Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"4733","Loyola",2,"Public","Row","S","S1104","JU","JUNI","JUNI","Juglans nigra","Eastern Black Walnut",18.2,"Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"4734","Loyola",2,"Public","Row","S","S1106","JU","JUNI","JUNI","Juglans nigra","Eastern Black Walnut",13.6,"Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"4735","Loyola",2,"Private","Private","Y","Y1035","JU","JURE","JURE","Juglans Regia","English Walnut",5.9,"N","N","Missouri Botanical Garden",""
"4736","Loyola",2,"Private","Private","Y","Y1089","JN","JNSC","JNSC","Juniperus Scopulorum","Rocky Mountain Juniper",4.9,"N","N","USDA",""
"4737","Loyola",2,"Private","Private","Y","Y1089","JN","JNSC","JNSC","Juniperus Scopulorum","Rocky Mountain Juniper",4.6,"N","N","USDA",""
"4738","Loyola",2,"Private","Inst","I","I1007","JN","JNVI","JNVI","Juniperus Virginiana","Eastern red cedar",8.1,"Y","Y","USDA",""
"4739","Loyola",2,"Private","Inst","I","I1011","JN","JNVI","JNVI","Juniperus Virginiana","Eastern red cedar",9.6,"Y","Y","USDA",""
"4740","Loyola",2,"Private","Inst","I","I1011","JN","JNVI","JNVI","Juniperus Virginiana","Eastern red cedar",20.8,"Y","Y","USDA",""
"4741","Loyola",2,"Private","Inst","I","I1011","JN","JNVI","JNVI","Juniperus Virginiana","Eastern red cedar",6.5,"Y","Y","USDA",""
"4742","Loyola",2,"Private","Inst","I","I1011","JN","JNVI","JNVI","Juniperus Virginiana","Eastern red cedar",8.5,"Y","Y","USDA",""
"4743","Loyola",2,"Private","Inst","I","I1011","JN","JNVI","JNVI","Juniperus Virginiana","Eastern red cedar",6.2,"Y","Y","USDA",""
"4744","Loyola",2,"Private","Inst","I","I1011","JN","JNVI","JNVI","Juniperus Virginiana","Eastern red cedar",18.3,"Y","Y","USDA",""
"4745","Loyola",2,"Private","Inst","I","I1011","JN","JNVI","JNVI","Juniperus Virginiana","Eastern red cedar",16.4,"Y","Y","USDA",""
"4746","Loyola",2,"Private","Inst","I","I1002","JN","JNVI","JNVI","Juniperus Virginiana","Eastern red cedar",6.7,"Y","Y","USDA",""
"4747","Loyola",2,"Private","Inst","I","I1002","JN","JNVI","JNVI","Juniperus Virginiana","Eastern red cedar",10.1,"Y","Y","USDA",""
"4748","Loyola",2,"Private","Private","Y","Y1046","JN","JNVI","JNVI","Juniperus Virginiana","Eastern red cedar",4.5,"Y","Y","USDA",""
"4749","Loyola",2,"Public","Park","P","P1001","LA","LADE","LADE","Larix Decidua","European Larch",5.8,"N","N","USDA/TC/Mortens",""
"4750","Loyola",2,"Public","Park","P","P1001","LA","LADE","LADE","Larix Decidua","European Larch",6.7,"N","N","USDA/TC/Mortens",""
"4751","Loyola",2,"Public","Park","P","P1001","LA","LADE","LADE","Larix Decidua","European Larch",7.7,"N","N","USDA/TC/Mortens",""
"4752","Loyola",2,"Public","Park","P","P1001","LA","LADE","LADE","Larix Decidua","European Larch",10,"N","N","USDA/TC/Mortens",""
"4753","Loyola",2,"Public","Row","S","S1063","LA","LAKA","LAKA","Larix kaempferi","Japanese Larch",43.1,"N","N","TC/Mortens",""
"4754","Loyola",2,"Public","Row","S","S1063","LA","LAKA","LAKA","Larix kaempferi","Japanese Larch",53.8,"N","N","TC/Mortens",""
"4755","Loyola",2,"Public","Park","P","P1001","LA","LALA","LALA","Larix Laricina","Tamarack",13.1,"Y","Y","USDA/TC/LM",""
"4756","Loyola",2,"Public","Park","P","P1001","LA","LALA","LALA","Larix Laricina","Tamarack",13.7,"Y","Y","USDA/TC/LM",""
"4757","Loyola",2,"Public","Park","P","P1001","LA","LALA","LALA","Larix Laricina","Tamarack",16.5,"Y","Y","USDA/TC/LM",""
"4758","Loyola",2,"Public","Park","P","P1005","LA","LALA","LALA","Larix Laricina","Tamarack",11,"Y","Y","USDA/TC/LM",""
"4759","Loyola",2,"Public","Park","P","P1005","LA","LALA","LALA","Larix Laricina","Tamarack",25.6,"Y","Y","USDA/TC/LM",""
"4760","Loyola",2,"Public","Park","P","P1005","LA","LALA","LALA","Larix Laricina","Tamarack",30,"Y","Y","USDA/TC/LM",""
"4761","Loyola",2,"Public","Park","P","P1005","LA","LALA","LALA","Larix Laricina","Tamarack",30.1,"Y","Y","USDA/TC/LM",""
"4762","Loyola",2,"Public","Park","P","P1005","LA","LALA","LALA","Larix Laricina","Tamarack",32.9,"Y","Y","USDA/TC/LM",""
"4763","Loyola",2,"Public","Park","P","P1005","LA","LALA","LALA","Larix Laricina","Tamarack",35.1,"Y","Y","USDA/TC/LM",""
"4764","Loyola",2,"Public","Park","P","P1005","LA","LALA","LALA","Larix Laricina","Tamarack",42.4,"Y","Y","USDA/TC/LM",""
"4765","Loyola",2,"Private","Private","Y","Y1055","LA","LALA","LALA","Larix Laricina","Tamarack",7.4,"Y","Y","USDA/TC/LM",""
"4766","Loyola",2,"Private","Private","Y","Y1013","LI","LIAM","LIAM","Linnaea Amabilis","Beauty bush",13.8,"N","N","USDA/Mortens","Synonym: Kolkwitzia amabilis"
"4767","Loyola",2,"Private","Private","Y","Y1069","LI","LIAM","LIAM","Linnaea Amabilis","Beauty bush",14.9,"N","N","USDA/Mortens","Synonym: Kolkwitzia amabilis"
"4768","Loyola",2,"Public","Park","P","P1001","LI","LITU","LITU","Liriodendron Tulipifera","Tulip Tree",6.1,"N","Y","USDA/TC/LM",""
"4769","Loyola",2,"Public","Row","S","S1107","LI","LITU","LITU","Liriodendron tulipifera","Tulip Tree",5.8,"N","Y","USDA/TC/LM",""
"4770","Loyola",2,"Public","Row","S","S1055","LI","LITU","LITU","Liriodendron tulipifera","Tulip Tree",5.2,"N","Y","USDA/TC/LM",""
"4771","Loyola",2,"Public","Row","S","S1074","LI","LITU","LITU","Liriodendron tulipifera","Tulip Tree",4.5,"N","Y","USDA/TC/LM",""
"4772","Loyola",2,"Private","Private","Y","Y1011","LI","LITU","LITU","Liriodendron Tulipifera","Tulip Tree",5.4,"N","Y","USDA/TC/LM",""
"4773","Loyola",2,"Private","Private","Y","Y1082","LO","LOMA","LOMA","Lonicera Maackii","Amur honeysuckle",29.1,"N","N","USDA",""
"4774","Loyola",2,"Private","Private","Y","Y1085","LO","LOTA","LOTA","Lonicera Tatarica","Tartarian honeysuckle",18,"N","N","USDA",""
"4775","Loyola",2,"Public","Park","P","P1005","LO","LOXY","LOXY","Lonicera Sylosteum","European Fly Honeysuckle",22.3,"N","N","USDA/Mortens",""
"4776","Loyola",2,"Public","Park","P","P1005","LO","LOXY","LOXY","Lonicera Sylosteum","European Fly Honeysuckle",52.3,"N","N","USDA/Mortens",""
"4777","Loyola",2,"Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum","European Fly Honeysuckle",24.8,"N","N","USDA/Mortens",""
"4778","Loyola",2,"Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum","European Fly Honeysuckle",23.5,"N","N","USDA/Mortens",""
"4779","Loyola",2,"Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum","European Fly Honeysuckle",16.4,"N","N","USDA/Mortens",""
"4780","Loyola",2,"Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum","European Fly Honeysuckle",25.8,"N","N","USDA/Mortens",""
"4781","Loyola",2,"Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum","European Fly Honeysuckle",9.3,"N","N","USDA/Mortens",""
"4782","Loyola",2,"Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum","European Fly Honeysuckle",7.2,"N","N","USDA/Mortens",""
"4783","Loyola",2,"Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum","European Fly Honeysuckle",12.5,"N","N","USDA/Mortens",""
"4784","Loyola",2,"Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum","European Fly Honeysuckle",18.3,"N","N","USDA/Mortens",""
